question_id,split_name,task_family,answer_tokens,short_answer_le_3_tokens
112447,single_train,single,2,True
112443,single_train,single,5,False
112446,single_train,single,1,True
112444,single_train,single,9,False
96344,single_train,single,3,True
96343,single_train,single,7,False
96341,single_train,single,25,False
96345,single_train,single,3,True
96342,single_train,single,11,False
137696,single_train,single,1,True
137688,single_train,single,2,True
137690,single_train,single,7,False
137695,single_train,single,1,True
137692,single_train,single,2,True
52587,single_train,single,7,False
52590,single_train,single,3,True
52588,single_train,single,25,False
52589,single_train,single,7,False
52591,single_train,single,3,True
52593,single_train,single,1,True
114273,single_train,single,1,True
114267,single_train,single,1,True
114272,single_train,single,4,False
114271,single_train,single,2,True
114269,single_train,single,2,True
114268,single_train,single,1,True
114270,single_train,single,1,True
14777,single_train,single,1,True
14776,single_train,single,2,True
14780,single_train,single,1,True
14779,single_train,single,59,False
14775,single_train,single,1,True
14774,single_train,single,1,True
14778,single_train,single,2,True
88851,single_train,single,3,True
88853,single_train,single,1,True
88855,single_train,single,1,True
88852,single_train,single,4,False
88849,single_train,single,1,True
88847,single_train,single,36,False
88854,single_train,single,1,True
88848,single_train,single,7,False
88850,single_train,single,1,True
93498,single_train,single,1,True
93501,single_train,single,1,True
93497,single_train,single,1,True
93502,single_train,single,1,True
93499,single_train,single,1,True
93503,single_train,single,1,True
93500,single_train,single,12,False
93496,single_train,single,4,False
47739,single_train,single,2,True
47738,single_train,single,5,False
47741,single_train,single,1,True
47742,single_train,single,1,True
47740,single_train,single,3,True
146247,single_train,single,10,False
146249,single_train,single,8,False
146241,single_train,single,6,False
146242,single_train,single,5,False
146253,single_train,single,11,False
146243,single_train,single,7,False
146254,single_train,single,1,True
146251,single_train,single,10,False
146246,single_train,single,2,True
146250,single_train,single,2,True
146248,single_train,single,1,True
146244,single_train,single,1,True
146245,single_train,single,5,False
45468,single_train,single,4,False
45464,single_train,single,7,False
45463,single_train,single,1,True
45460,single_train,single,2,True
45465,single_train,single,2,True
45462,single_train,single,13,False
45461,single_train,single,1,True
160673,single_train,single,1,True
160677,single_train,single,2,True
160670,single_train,single,1,True
160679,single_train,single,6,False
160676,single_train,single,1,True
160669,single_train,single,2,True
160674,single_train,single,1,True
160680,single_train,single,1,True
160675,single_train,single,4,False
160671,single_train,single,6,False
160672,single_train,single,1,True
160678,single_train,single,1,True
118297,single_train,single,5,False
118299,single_train,single,14,False
118307,single_train,single,8,False
118308,single_train,single,1,True
118298,single_train,single,11,False
118304,single_train,single,13,False
118306,single_train,single,13,False
118300,single_train,single,6,False
118303,single_train,single,3,True
118305,single_train,single,3,True
144841,single_train,single,1,True
144840,single_train,single,24,False
144835,single_train,single,2,True
144834,single_train,single,1,True
144837,single_train,single,24,False
144838,single_train,single,1,True
144836,single_train,single,2,True
144831,single_train,single,3,True
144833,single_train,single,4,False
144832,single_train,single,2,True
311,single_train,single,1,True
307,single_train,single,1,True
304,single_train,single,2,True
306,single_train,single,11,False
309,single_train,single,4,False
305,single_train,single,1,True
162731,single_train,single,1,True
162724,single_train,single,8,False
162730,single_train,single,9,False
162727,single_train,single,1,True
162729,single_train,single,2,True
162726,single_train,single,19,False
62213,single_train,single,3,True
62211,single_train,single,17,False
62206,single_train,single,1,True
62208,single_train,single,1,True
62209,single_train,single,2,True
62216,single_train,single,17,False
62207,single_train,single,3,True
62214,single_train,single,3,True
62217,single_train,single,1,True
62210,single_train,single,1,True
62212,single_train,single,1,True
62215,single_train,single,17,False
87643,single_train,single,3,True
87638,single_train,single,12,False
87641,single_train,single,2,True
87646,single_train,single,1,True
87640,single_train,single,48,False
87645,single_train,single,2,True
87644,single_train,single,8,False
87639,single_train,single,47,False
87642,single_train,single,23,False
51764,single_train,single,3,True
51766,single_train,single,3,True
51761,single_train,single,8,False
51765,single_train,single,3,True
51763,single_train,single,2,True
51762,single_train,single,8,False
51760,single_train,single,11,False
7347,single_train,single,2,True
7346,single_train,single,3,True
7348,single_train,single,4,False
7355,single_train,single,1,True
7352,single_train,single,1,True
7358,single_train,single,1,True
7353,single_train,single,1,True
7354,single_train,single,4,False
7350,single_train,single,3,True
7349,single_train,single,1,True
7351,single_train,single,1,True
158864,single_train,single,7,False
158862,single_train,single,2,True
158871,single_train,single,1,True
158870,single_train,single,3,True
158874,single_train,single,7,False
158873,single_train,single,2,True
158863,single_train,single,1,True
158872,single_train,single,9,False
37476,single_train,single,6,False
37468,single_train,single,3,True
37474,single_train,single,1,True
37475,single_train,single,2,True
37473,single_train,single,2,True
37466,single_train,single,3,True
37479,single_train,single,1,True
37470,single_train,single,1,True
37467,single_train,single,2,True
37472,single_train,single,4,False
37469,single_train,single,1,True
37477,single_train,single,2,True
37471,single_train,single,1,True
69400,single_train,single,5,False
69399,single_train,single,2,True
69398,single_train,single,1,True
69403,single_train,single,1,True
69401,single_train,single,1,True
69405,single_train,single,15,False
5052,single_train,single,1,True
5053,single_train,single,2,True
5049,single_train,single,6,False
5057,single_train,single,1,True
5054,single_train,single,4,False
5050,single_train,single,2,True
28893,single_train,single,2,True
28889,single_train,single,10,False
28887,single_train,single,2,True
28892,single_train,single,1,True
28894,single_train,single,1,True
28883,single_train,single,1,True
28886,single_train,single,1,True
28884,single_train,single,1,True
28890,single_train,single,1,True
28885,single_train,single,2,True
28891,single_train,single,1,True
28895,single_train,single,9,False
33033,single_train,single,8,False
33028,single_train,single,2,True
33030,single_train,single,11,False
33029,single_train,single,3,True
33031,single_train,single,1,True
33032,single_train,single,2,True
156842,single_train,single,1,True
156838,single_train,single,3,True
156841,single_train,single,3,True
156845,single_train,single,7,False
156846,single_train,single,1,True
156839,single_train,single,9,False
156840,single_train,single,9,False
156843,single_train,single,3,True
156844,single_train,single,2,True
24702,single_train,single,1,True
24701,single_train,single,8,False
24706,single_train,single,1,True
24705,single_train,single,6,False
24700,single_train,single,1,True
24699,single_train,single,2,True
24703,single_train,single,2,True
24704,single_train,single,3,True
45934,single_train,single,1,True
45935,single_train,single,2,True
45931,single_train,single,8,False
45932,single_train,single,1,True
45929,single_train,single,2,True
45930,single_train,single,1,True
110507,single_train,single,1,True
110510,single_train,single,9,False
110506,single_train,single,10,False
110512,single_train,single,2,True
110505,single_train,single,4,False
110514,single_train,single,1,True
110511,single_train,single,5,False
110508,single_train,single,1,True
110504,single_train,single,3,True
120966,single_train,single,3,True
120969,single_train,single,1,True
120967,single_train,single,3,True
120963,single_train,single,8,False
120968,single_train,single,1,True
120970,single_train,single,1,True
120964,single_train,single,2,True
120965,single_train,single,2,True
120962,single_train,single,7,False
52946,single_train,single,1,True
52943,single_train,single,3,True
52948,single_train,single,1,True
52942,single_train,single,10,False
52944,single_train,single,3,True
52947,single_train,single,1,True
52949,single_train,single,1,True
52945,single_train,single,3,True
95805,single_train,single,1,True
95806,single_train,single,6,False
95803,single_train,single,2,True
95807,single_train,single,14,False
95809,single_train,single,1,True
127567,single_train,single,1,True
127571,single_train,single,1,True
127572,single_train,single,8,False
127564,single_train,single,11,False
127570,single_train,single,6,False
127568,single_train,single,11,False
127569,single_train,single,2,True
127565,single_train,single,2,True
127566,single_train,single,27,False
132443,single_train,single,2,True
132447,single_train,single,2,True
132444,single_train,single,2,True
132448,single_train,single,4,False
132442,single_train,single,1,True
132441,single_train,single,4,False
132440,single_train,single,3,True
132439,single_train,single,1,True
132446,single_train,single,1,True
157021,single_train,single,8,False
157020,single_train,single,1,True
157022,single_train,single,8,False
157026,single_train,single,1,True
157027,single_train,single,1,True
157024,single_train,single,3,True
157028,single_train,single,1,True
157025,single_train,single,22,False
157023,single_train,single,1,True
51144,single_train,single,3,True
51145,single_train,single,2,True
51143,single_train,single,2,True
51148,single_train,single,1,True
51147,single_train,single,1,True
51146,single_train,single,2,True
51142,single_train,single,9,False
64128,single_train,single,2,True
64119,single_train,single,1,True
64129,single_train,single,1,True
64125,single_train,single,1,True
64116,single_train,single,3,True
64123,single_train,single,1,True
64118,single_train,single,15,False
64120,single_train,single,5,False
64127,single_train,single,3,True
60620,single_train,single,6,False
60629,single_train,single,1,True
60621,single_train,single,15,False
60626,single_train,single,3,True
60624,single_train,single,3,True
60628,single_train,single,1,True
60625,single_train,single,9,False
60623,single_train,single,2,True
60627,single_train,single,3,True
60622,single_train,single,4,False
164338,single_train,single,2,True
164343,single_train,single,1,True
164339,single_train,single,1,True
164340,single_train,single,5,False
113616,single_train,single,4,False
113618,single_train,single,1,True
113614,single_train,single,1,True
113621,single_train,single,1,True
113615,single_train,single,3,True
113617,single_train,single,6,False
113613,single_train,single,13,False
70352,single_train,single,8,False
70346,single_train,single,1,True
70344,single_train,single,1,True
70348,single_train,single,4,False
70343,single_train,single,2,True
70345,single_train,single,7,False
70351,single_train,single,2,True
70350,single_train,single,3,True
70347,single_train,single,6,False
70349,single_train,single,1,True
95953,single_train,single,7,False
95954,single_train,single,1,True
95947,single_train,single,4,False
95952,single_train,single,2,True
95948,single_train,single,7,False
95951,single_train,single,2,True
95949,single_train,single,5,False
95950,single_train,single,7,False
120579,single_train,single,7,False
120577,single_train,single,1,True
120574,single_train,single,23,False
120572,single_train,single,20,False
120580,single_train,single,1,True
120578,single_train,single,6,False
120584,single_train,single,1,True
120575,single_train,single,33,False
120581,single_train,single,1,True
120583,single_train,single,1,True
120576,single_train,single,1,True
120582,single_train,single,35,False
120573,single_train,single,3,True
105035,single_train,single,4,False
105033,single_train,single,8,False
105034,single_train,single,1,True
105041,single_train,single,4,False
105038,single_train,single,1,True
105042,single_train,single,1,True
105031,single_train,single,2,True
105036,single_train,single,2,True
105032,single_train,single,1,True
105040,single_train,single,2,True
105037,single_train,single,4,False
38402,single_train,single,31,False
38406,single_train,single,4,False
38405,single_train,single,1,True
38410,single_train,single,1,True
38400,single_train,single,7,False
38407,single_train,single,1,True
38403,single_train,single,1,True
38401,single_train,single,2,True
38404,single_train,single,24,False
150702,single_train,single,1,True
150698,single_train,single,8,False
150701,single_train,single,1,True
150699,single_train,single,1,True
103136,single_train,single,13,False
103138,single_train,single,3,True
103142,single_train,single,5,False
103134,single_train,single,3,True
103137,single_train,single,1,True
103144,single_train,single,13,False
103145,single_train,single,1,True
103140,single_train,single,10,False
103141,single_train,single,1,True
32403,single_train,single,5,False
32407,single_train,single,7,False
32408,single_train,single,1,True
32405,single_train,single,1,True
32402,single_train,single,9,False
88779,single_train,single,7,False
88784,single_train,single,1,True
88786,single_train,single,2,True
88785,single_train,single,1,True
88781,single_train,single,3,True
88787,single_train,single,2,True
88792,single_train,single,1,True
88780,single_train,single,3,True
88789,single_train,single,1,True
88783,single_train,single,3,True
88791,single_train,single,1,True
120452,single_train,single,26,False
120451,single_train,single,10,False
120454,single_train,single,1,True
120455,single_train,single,6,False
120456,single_train,single,6,False
120457,single_train,single,7,False
120459,single_train,single,20,False
120460,single_train,single,1,True
120463,single_train,single,1,True
120458,single_train,single,1,True
120462,single_train,single,1,True
120461,single_train,single,1,True
120453,single_train,single,36,False
30323,single_train,single,8,False
30319,single_train,single,30,False
30317,single_train,single,8,False
30318,single_train,single,17,False
30320,single_train,single,1,True
30322,single_train,single,6,False
30321,single_train,single,8,False
122693,single_train,single,1,True
122688,single_train,single,3,True
122690,single_train,single,2,True
122686,single_train,single,12,False
122687,single_train,single,12,False
122691,single_train,single,1,True
122692,single_train,single,2,True
122694,single_train,single,1,True
122685,single_train,single,3,True
147366,single_train,single,2,True
147365,single_train,single,3,True
147367,single_train,single,14,False
147370,single_train,single,3,True
147368,single_train,single,1,True
48068,single_train,single,3,True
48066,single_train,single,14,False
48067,single_train,single,8,False
48069,single_train,single,3,True
48071,single_train,single,6,False
48072,single_train,single,3,True
48074,single_train,single,1,True
48070,single_train,single,2,True
7413,single_train,single,1,True
7409,single_train,single,1,True
7411,single_train,single,2,True
7410,single_train,single,2,True
7406,single_train,single,3,True
7415,single_train,single,1,True
7412,single_train,single,6,False
7407,single_train,single,3,True
7408,single_train,single,3,True
38019,single_train,single,1,True
38024,single_train,single,1,True
38020,single_train,single,5,False
38018,single_train,single,16,False
38025,single_train,single,6,False
38022,single_train,single,1,True
110248,single_train,single,7,False
110249,single_train,single,1,True
110246,single_train,single,1,True
110255,single_train,single,1,True
110252,single_train,single,2,True
110251,single_train,single,1,True
110250,single_train,single,6,False
110247,single_train,single,6,False
66089,single_train,single,6,False
66086,single_train,single,24,False
66085,single_train,single,2,True
66091,single_train,single,2,True
66090,single_train,single,19,False
66094,single_train,single,1,True
66084,single_train,single,6,False
66088,single_train,single,3,True
66087,single_train,single,1,True
49155,single_train,single,17,False
49160,single_train,single,3,True
49161,single_train,single,1,True
49159,single_train,single,3,True
49156,single_train,single,10,False
49158,single_train,single,2,True
49154,single_train,single,7,False
49157,single_train,single,5,False
71130,single_train,single,4,False
71128,single_train,single,30,False
71129,single_train,single,1,True
71127,single_train,single,2,True
71131,single_train,single,10,False
71126,single_train,single,6,False
71132,single_train,single,20,False
71133,single_train,single,1,True
142966,single_train,single,1,True
142960,single_train,single,1,True
142957,single_train,single,2,True
142959,single_train,single,1,True
142962,single_train,single,1,True
142953,single_train,single,2,True
142956,single_train,single,2,True
142958,single_train,single,4,False
142955,single_train,single,1,True
142954,single_train,single,14,False
142961,single_train,single,2,True
142952,single_train,single,1,True
89753,single_train,single,1,True
89756,single_train,single,1,True
89754,single_train,single,1,True
89752,single_train,single,1,True
89755,single_train,single,1,True
89757,single_train,single,1,True
89751,single_train,single,24,False
89758,single_train,single,1,True
31442,single_train,single,1,True
31445,single_train,single,1,True
31441,single_train,single,9,False
31440,single_train,single,1,True
31443,single_train,single,5,False
31439,single_train,single,1,True
143643,single_train,single,1,True
143641,single_train,single,1,True
143648,single_train,single,1,True
143645,single_train,single,10,False
143646,single_train,single,1,True
143642,single_train,single,10,False
143647,single_train,single,1,True
143644,single_train,single,2,True
143640,single_train,single,2,True
61285,single_train,single,2,True
61281,single_train,single,14,False
61283,single_train,single,2,True
61284,single_train,single,3,True
61282,single_train,single,7,False
61287,single_train,single,1,True
101915,single_train,single,6,False
101918,single_train,single,4,False
101919,single_train,single,1,True
101920,single_train,single,6,False
101916,single_train,single,13,False
101917,single_train,single,1,True
105056,single_train,single,3,True
105057,single_train,single,29,False
105052,single_train,single,6,False
105058,single_train,single,1,True
105053,single_train,single,55,False
105055,single_train,single,2,True
105051,single_train,single,12,False
139775,single_train,single,7,False
139781,single_train,single,1,True
139776,single_train,single,1,True
139785,single_train,single,1,True
139778,single_train,single,6,False
139784,single_train,single,3,True
139780,single_train,single,2,True
139777,single_train,single,3,True
139779,single_train,single,3,True
139773,single_train,single,1,True
139774,single_train,single,1,True
139783,single_train,single,2,True
145709,single_train,single,2,True
145708,single_train,single,4,False
145706,single_train,single,3,True
145714,single_train,single,3,True
145707,single_train,single,1,True
145713,single_train,single,2,True
145704,single_train,single,4,False
102505,single_train,single,15,False
102503,single_train,single,12,False
102504,single_train,single,2,True
102507,single_train,single,6,False
102506,single_train,single,1,True
123968,single_train,single,2,True
123967,single_train,single,6,False
123966,single_train,single,41,False
123969,single_train,single,5,False
159286,single_train,single,1,True
159287,single_train,single,1,True
159285,single_train,single,2,True
159284,single_train,single,9,False
83391,single_train,single,50,False
83397,single_train,single,10,False
83390,single_train,single,42,False
83395,single_train,single,6,False
83396,single_train,single,13,False
83398,single_train,single,1,True
83393,single_train,single,4,False
157644,single_train,single,9,False
157647,single_train,single,2,True
157640,single_train,single,1,True
157646,single_train,single,2,True
157643,single_train,single,2,True
157648,single_train,single,1,True
157641,single_train,single,6,False
157642,single_train,single,1,True
157645,single_train,single,1,True
56419,single_train,single,3,True
56415,single_train,single,5,False
56417,single_train,single,3,True
56416,single_train,single,2,True
56414,single_train,single,5,False
56418,single_train,single,2,True
84948,single_train,single,2,True
84952,single_train,single,1,True
84945,single_train,single,8,False
84947,single_train,single,8,False
84953,single_train,single,2,True
84950,single_train,single,1,True
84949,single_train,single,6,False
84955,single_train,single,1,True
84946,single_train,single,4,False
84951,single_train,single,2,True
22149,single_train,single,1,True
22147,single_train,single,7,False
22153,single_train,single,7,False
22155,single_train,single,8,False
22148,single_train,single,66,False
22146,single_train,single,7,False
91491,single_train,single,3,True
91493,single_train,single,1,True
91494,single_train,single,1,True
91486,single_train,single,10,False
91487,single_train,single,3,True
91485,single_train,single,8,False
91492,single_train,single,1,True
91489,single_train,single,1,True
91490,single_train,single,5,False
91488,single_train,single,10,False
62343,single_train,single,1,True
62347,single_train,single,3,True
62342,single_train,single,1,True
62340,single_train,single,1,True
62344,single_train,single,2,True
62339,single_train,single,11,False
62338,single_train,single,4,False
62349,single_train,single,1,True
62348,single_train,single,2,True
62341,single_train,single,3,True
62346,single_train,single,8,False
119009,single_train,single,5,False
119005,single_train,single,16,False
119016,single_train,single,1,True
119012,single_train,single,1,True
119008,single_train,single,1,True
119007,single_train,single,5,False
119010,single_train,single,15,False
119015,single_train,single,5,False
119011,single_train,single,8,False
119013,single_train,single,1,True
119006,single_train,single,40,False
66402,single_train,single,1,True
66399,single_train,single,9,False
66397,single_train,single,17,False
66398,single_train,single,1,True
66401,single_train,single,15,False
66400,single_train,single,2,True
66404,single_train,single,2,True
134916,single_train,single,1,True
134914,single_train,single,2,True
134918,single_train,single,1,True
134913,single_train,single,1,True
134917,single_train,single,6,False
134910,single_train,single,2,True
134915,single_train,single,2,True
73772,single_train,single,3,True
73770,single_train,single,1,True
73768,single_train,single,3,True
73769,single_train,single,6,False
73767,single_train,single,3,True
73773,single_train,single,13,False
44668,single_train,single,11,False
44666,single_train,single,1,True
44677,single_train,single,11,False
44672,single_train,single,15,False
44669,single_train,single,1,True
44675,single_train,single,1,True
44674,single_train,single,15,False
44673,single_train,single,11,False
91371,single_train,single,5,False
91365,single_train,single,4,False
91366,single_train,single,4,False
91367,single_train,single,2,True
91368,single_train,single,1,True
91373,single_train,single,1,True
91374,single_train,single,1,True
91372,single_train,single,1,True
91370,single_train,single,1,True
91364,single_train,single,60,False
51380,single_train,single,3,True
51377,single_train,single,13,False
51379,single_train,single,5,False
51381,single_train,single,3,True
49995,single_train,single,14,False
49993,single_train,single,2,True
49991,single_train,single,3,True
49994,single_train,single,3,True
49992,single_train,single,3,True
49990,single_train,single,7,False
49989,single_train,single,5,False
49997,single_train,single,1,True
49988,single_train,single,10,False
69248,single_train,single,2,True
69245,single_train,single,2,True
69247,single_train,single,1,True
69251,single_train,single,1,True
69244,single_train,single,2,True
69250,single_train,single,1,True
69246,single_train,single,12,False
69249,single_train,single,2,True
162650,single_train,single,3,True
162648,single_train,single,10,False
162647,single_train,single,1,True
162651,single_train,single,1,True
162649,single_train,single,1,True
162654,single_train,single,1,True
162652,single_train,single,6,False
162646,single_train,single,2,True
135393,single_train,single,6,False
135382,single_train,single,6,False
135388,single_train,single,1,True
135391,single_train,single,4,False
135383,single_train,single,1,True
135385,single_train,single,1,True
135386,single_train,single,1,True
135387,single_train,single,2,True
135384,single_train,single,4,False
135390,single_train,single,2,True
135392,single_train,single,1,True
135389,single_train,single,4,False
166278,single_train,single,1,True
166279,single_train,single,1,True
166276,single_train,single,4,False
166271,single_train,single,6,False
166281,single_train,single,2,True
166282,single_train,single,1,True
166274,single_train,single,10,False
166273,single_train,single,1,True
166272,single_train,single,1,True
166275,single_train,single,1,True
166277,single_train,single,2,True
166270,single_train,single,1,True
19470,single_train,single,1,True
19467,single_train,single,2,True
19469,single_train,single,15,False
19471,single_train,single,1,True
19472,single_train,single,1,True
19473,single_train,single,1,True
81388,single_train,single,4,False
81386,single_train,single,3,True
81389,single_train,single,3,True
81385,single_train,single,2,True
81384,single_train,single,1,True
81387,single_train,single,1,True
86335,single_train,single,1,True
86337,single_train,single,2,True
86333,single_train,single,1,True
86336,single_train,single,1,True
86329,single_train,single,2,True
86332,single_train,single,3,True
140100,single_train,single,1,True
140106,single_train,single,1,True
140101,single_train,single,2,True
