question_id,split_name,task_family,diacritic_consistency,question_has_diacritics,answer_has_diacritics,question_normalization_suspect,answer_normalization_suspect
99897,single_train,single,both_with_diacritics,True,True,False,False
99900,single_train,single,question_text_with_diacritics,True,False,False,False
164926,single_train,single,both_with_diacritics,True,True,False,False
164929,single_train,single,both_with_diacritics,True,True,False,False
164923,single_train,single,question_text_with_diacritics,True,False,False,False
164920,single_train,single,both_with_diacritics,True,True,False,False
164924,single_train,single,question_text_with_diacritics,True,False,False,False
164927,single_train,single,question_text_with_diacritics,True,False,False,False
164921,single_train,single,both_with_diacritics,True,True,False,False
113971,single_train,single,both_with_diacritics,True,True,False,False
113969,single_train,single,both_with_diacritics,True,True,False,False
113967,single_train,single,both_with_diacritics,True,True,False,False
113970,single_train,single,question_text_with_diacritics,True,False,False,False
113972,single_train,single,both_with_diacritics,True,True,False,False
113973,single_train,single,question_text_with_diacritics,True,False,False,False
113968,single_train,single,both_with_diacritics,True,True,False,False
113976,single_train,single,question_text_with_diacritics,True,False,False,False
104318,single_train,single,question_text_with_diacritics,True,False,False,False
104313,single_train,single,both_with_diacritics,True,True,False,False
104315,single_train,single,both_with_diacritics,True,True,False,False
104320,single_train,single,both_with_diacritics,True,True,False,False
104317,single_train,single,both_with_diacritics,True,True,False,False
104314,single_train,single,question_text_with_diacritics,True,False,False,False
104312,single_train,single,both_with_diacritics,True,True,False,False
104311,single_train,single,both_with_diacritics,True,True,False,False
104316,single_train,single,both_with_diacritics,True,True,False,False
40689,single_train,single,answer_missing_diacritics,True,False,False,False
40693,single_train,single,question_text_with_diacritics,True,False,False,False
40690,single_train,single,question_text_with_diacritics,True,False,False,False
40691,single_train,single,both_with_diacritics,True,True,False,False
40692,single_train,single,answer_missing_diacritics,True,False,False,False
40688,single_train,single,both_with_diacritics,True,True,False,False
40687,single_train,single,answer_missing_diacritics,True,False,False,False
46120,single_train,single,both_with_diacritics,True,True,False,False
46113,single_train,single,both_with_diacritics,True,True,False,False
46116,single_train,single,both_with_diacritics,True,True,False,False
46118,single_train,single,question_text_with_diacritics,True,False,False,False
46119,single_train,single,both_with_diacritics,True,True,False,False
46114,single_train,single,both_with_diacritics,True,True,False,False
41699,single_train,single,both_with_diacritics,True,True,False,False
41708,single_train,single,question_text_with_diacritics,True,False,False,False
41703,single_train,single,both_with_diacritics,True,True,False,False
41704,single_train,single,both_with_diacritics,True,True,False,False
41707,single_train,single,both_with_diacritics,True,True,False,False
41701,single_train,single,both_with_diacritics,True,True,False,False
41700,single_train,single,both_with_diacritics,True,True,False,False
41702,single_train,single,question_text_with_diacritics,True,False,False,False
41705,single_train,single,question_text_with_diacritics,True,False,False,False
112048,single_train,single,both_with_diacritics,True,True,False,False
112046,single_train,single,both_with_diacritics,True,True,False,False
112043,single_train,single,question_text_with_diacritics,True,False,False,False
112051,single_train,single,both_with_diacritics,True,True,False,False
112044,single_train,single,both_with_diacritics,True,True,False,False
112050,single_train,single,both_with_diacritics,True,True,False,False
112047,single_train,single,both_with_diacritics,True,True,False,False
112045,single_train,single,question_text_with_diacritics,True,False,False,False
112042,single_train,single,question_text_with_diacritics,True,False,False,False
112049,single_train,single,question_text_with_diacritics,True,False,False,False
116171,single_train,single,question_text_with_diacritics,True,False,False,False
116169,single_train,single,question_text_with_diacritics,True,False,False,False
116174,single_train,single,both_with_diacritics,True,True,False,False
116173,single_train,single,both_with_diacritics,True,True,False,False
116175,single_train,single,question_text_with_diacritics,True,False,False,False
116170,single_train,single,both_with_diacritics,True,True,False,False
116176,single_train,single,both_with_diacritics,True,True,False,False
116172,single_train,single,question_text_with_diacritics,True,False,False,False
47988,single_train,single,question_text_with_diacritics,True,False,False,False
47984,single_train,single,answer_missing_diacritics,True,False,False,False
47982,single_train,single,answer_missing_diacritics,True,False,False,False
47985,single_train,single,answer_missing_diacritics,True,False,False,False
37303,single_train,single,question_text_with_diacritics,True,False,False,False
37304,single_train,single,both_with_diacritics,True,True,False,False
37298,single_train,single,both_with_diacritics,True,True,False,False
37301,single_train,single,question_text_with_diacritics,True,False,False,False
37302,single_train,single,both_with_diacritics,True,True,False,False
37299,single_train,single,both_with_diacritics,True,True,False,False
37305,single_train,single,both_with_diacritics,True,True,False,False
37297,single_train,single,both_with_diacritics,True,True,False,False
37300,single_train,single,question_text_with_diacritics,True,False,False,False
153844,single_train,single,both_with_diacritics,True,True,False,False
153838,single_train,single,both_with_diacritics,True,True,False,False
153841,single_train,single,question_text_with_diacritics,True,False,False,False
153836,single_train,single,both_with_diacritics,True,True,False,False
153840,single_train,single,both_with_diacritics,True,True,False,False
153839,single_train,single,question_text_with_diacritics,True,False,False,False
153843,single_train,single,both_with_diacritics,True,True,False,False
153837,single_train,single,question_text_with_diacritics,True,False,False,False
110748,single_train,single,both_with_diacritics,True,True,False,False
110746,single_train,single,both_with_diacritics,True,True,False,False
110751,single_train,single,question_text_with_diacritics,True,False,False,False
110749,single_train,single,question_text_with_diacritics,True,False,False,False
110744,single_train,single,question_text_with_diacritics,True,False,False,False
110752,single_train,single,question_text_with_diacritics,True,False,False,False
110747,single_train,single,question_text_with_diacritics,True,False,False,False
37397,single_train,single,both_with_diacritics,True,True,False,False
37400,single_train,single,question_text_with_diacritics,True,False,False,False
37401,single_train,single,both_with_diacritics,True,True,False,False
37405,single_train,single,answer_missing_diacritics,True,False,False,False
37399,single_train,single,answer_missing_diacritics,True,False,False,False
122732,single_train,single,answer_missing_diacritics,True,False,False,False
122724,single_train,single,answer_missing_diacritics,True,False,False,False
122734,single_train,single,answer_missing_diacritics,True,False,False,False
122731,single_train,single,answer_missing_diacritics,True,False,False,False
122727,single_train,single,answer_missing_diacritics,True,False,False,False
122729,single_train,single,answer_missing_diacritics,True,False,False,False
122733,single_train,single,answer_missing_diacritics,True,False,False,False
122725,single_train,single,answer_missing_diacritics,True,False,False,False
122730,single_train,single,both_with_diacritics,True,True,False,False
122726,single_train,single,answer_missing_diacritics,True,False,False,False
122728,single_train,single,answer_missing_diacritics,True,False,False,False
56234,single_train,single,both_with_diacritics,True,True,False,False
56237,single_train,single,answer_missing_diacritics,True,False,False,False
56238,single_train,single,answer_missing_diacritics,True,False,False,False
56233,single_train,single,both_with_diacritics,True,True,False,False
56235,single_train,single,question_text_with_diacritics,True,False,False,False
49140,single_train,single,both_with_diacritics,True,True,False,False
49143,single_train,single,question_text_with_diacritics,True,False,False,False
49137,single_train,single,both_with_diacritics,True,True,False,False
49136,single_train,single,both_with_diacritics,True,True,False,False
49142,single_train,single,both_with_diacritics,True,True,False,False
49139,single_train,single,both_with_diacritics,True,True,False,False
49135,single_train,single,both_with_diacritics,True,True,False,False
49141,single_train,single,question_text_with_diacritics,True,False,False,False
49138,single_train,single,both_with_diacritics,True,True,False,False
33016,single_train,single,both_with_diacritics,True,True,False,False
33013,single_train,single,both_with_diacritics,True,True,False,False
33014,single_train,single,both_with_diacritics,True,True,False,False
33012,single_train,single,both_with_diacritics,True,True,False,False
33017,single_train,single,both_with_diacritics,True,True,False,False
33018,single_train,single,question_text_with_diacritics,True,False,False,False
65143,single_train,single,both_with_diacritics,True,True,False,False
65144,single_train,single,question_text_with_diacritics,True,False,False,False
65145,single_train,single,both_with_diacritics,True,True,False,False
65151,single_train,single,question_text_with_diacritics,True,False,False,False
65148,single_train,single,question_text_with_diacritics,True,False,False,False
65142,single_train,single,both_with_diacritics,True,True,False,False
65141,single_train,single,both_with_diacritics,True,True,False,False
65146,single_train,single,both_with_diacritics,True,True,False,False
65149,single_train,single,both_with_diacritics,True,True,False,False
65147,single_train,single,both_with_diacritics,True,True,False,False
46564,single_train,single,both_with_diacritics,True,True,False,False
46566,single_train,single,both_with_diacritics,True,True,False,False
46565,single_train,single,both_with_diacritics,True,True,False,False
46567,single_train,single,question_text_with_diacritics,True,False,False,False
46571,single_train,single,question_text_with_diacritics,True,False,False,False
15194,single_train,single,both_with_diacritics,True,True,False,False
15196,single_train,single,question_text_with_diacritics,True,False,False,False
15197,single_train,single,both_with_diacritics,True,True,False,False
15195,single_train,single,both_with_diacritics,True,True,False,False
15200,single_train,single,question_text_with_diacritics,True,False,False,False
15199,single_train,single,both_with_diacritics,True,True,False,False
154019,single_train,single,both_with_diacritics,True,True,False,False
154018,single_train,single,question_text_with_diacritics,True,False,False,False
154017,single_train,single,both_with_diacritics,True,True,False,False
154020,single_train,single,question_text_with_diacritics,True,False,False,False
154024,single_train,single,question_text_with_diacritics,True,False,False,False
150384,single_train,single,both_with_diacritics,True,True,False,False
150387,single_train,single,both_with_diacritics,True,True,False,False
150383,single_train,single,both_with_diacritics,True,True,False,False
150388,single_train,single,both_with_diacritics,True,True,False,False
150393,single_train,single,question_text_with_diacritics,True,False,False,False
150389,single_train,single,both_with_diacritics,True,True,False,False
150386,single_train,single,question_text_with_diacritics,True,False,False,False
150385,single_train,single,both_with_diacritics,True,True,False,False
84325,single_train,single,both_with_diacritics,True,True,False,False
84319,single_train,single,question_text_with_diacritics,True,False,False,False
84326,single_train,single,question_text_with_diacritics,True,False,False,False
84322,single_train,single,both_with_diacritics,True,True,False,False
84320,single_train,single,question_text_with_diacritics,True,False,False,False
84324,single_train,single,question_text_with_diacritics,True,False,False,False
84323,single_train,single,both_with_diacritics,True,True,False,False
84321,single_train,single,question_text_with_diacritics,True,False,False,False
84327,single_train,single,question_text_with_diacritics,True,False,False,False
98740,single_train,single,both_with_diacritics,True,True,False,False
98745,single_train,single,question_text_with_diacritics,True,False,False,False
98741,single_train,single,question_text_with_diacritics,True,False,False,False
98744,single_train,single,both_with_diacritics,True,True,False,False
10424,single_train,single,question_text_with_diacritics,True,False,False,False
10419,single_train,single,both_with_diacritics,True,True,False,False
10421,single_train,single,both_with_diacritics,True,True,False,False
10423,single_train,single,both_with_diacritics,True,True,False,False
10418,single_train,single,question_text_with_diacritics,True,False,False,False
10422,single_train,single,question_text_with_diacritics,True,False,False,False
10416,single_train,single,question_text_with_diacritics,True,False,False,False
10420,single_train,single,both_with_diacritics,True,True,False,False
10425,single_train,single,question_text_with_diacritics,True,False,False,False
10417,single_train,single,both_with_diacritics,True,True,False,False
10415,single_train,single,both_with_diacritics,True,True,False,False
6792,single_train,single,answer_missing_diacritics,True,False,False,False
6785,single_train,single,both_with_diacritics,True,True,False,False
6780,single_train,single,both_with_diacritics,True,True,False,False
6783,single_train,single,answer_missing_diacritics,True,False,False,False
6782,single_train,single,question_text_with_diacritics,True,False,False,False
6781,single_train,single,both_with_diacritics,True,True,False,False
6784,single_train,single,both_with_diacritics,True,True,False,False
6779,single_train,single,question_text_with_diacritics,True,False,False,False
6788,single_train,single,both_with_diacritics,True,True,False,False
6791,single_train,single,both_with_diacritics,True,True,False,False
6790,single_train,single,question_text_with_diacritics,True,False,False,False
6786,single_train,single,question_text_with_diacritics,True,False,False,False
6789,single_train,single,both_with_diacritics,True,True,False,False
6787,single_train,single,question_text_with_diacritics,True,False,False,False
137939,single_train,single,question_text_with_diacritics,True,False,False,False
137936,single_train,single,both_with_diacritics,True,True,False,False
137938,single_train,single,both_with_diacritics,True,True,False,False
137943,single_train,single,question_text_with_diacritics,True,False,False,False
137937,single_train,single,both_with_diacritics,True,True,False,False
137941,single_train,single,both_with_diacritics,True,True,False,False
153863,single_train,single,question_text_with_diacritics,True,False,False,False
153870,single_train,single,question_text_with_diacritics,True,False,False,False
153865,single_train,single,both_with_diacritics,True,True,False,False
153864,single_train,single,answer_missing_diacritics,True,False,False,False
153860,single_train,single,both_with_diacritics,True,True,False,False
153862,single_train,single,both_with_diacritics,True,True,False,False
153866,single_train,single,both_with_diacritics,True,True,False,False
107171,single_train,single,both_with_diacritics,True,True,False,False
107169,single_train,single,both_with_diacritics,True,True,False,False
107165,single_train,single,both_with_diacritics,True,True,False,False
107168,single_train,single,both_with_diacritics,True,True,False,False
107167,single_train,single,question_text_with_diacritics,True,False,False,False
107164,single_train,single,both_with_diacritics,True,True,False,False
107166,single_train,single,both_with_diacritics,True,True,False,False
107172,single_train,single,answer_missing_diacritics,True,False,False,False
107170,single_train,single,both_with_diacritics,True,True,False,False
83772,single_train,single,question_text_with_diacritics,True,False,False,False
83771,single_train,single,question_text_with_diacritics,True,False,False,False
83764,single_train,single,question_text_with_diacritics,True,False,False,False
83773,single_train,single,question_text_with_diacritics,True,False,False,False
83770,single_train,single,question_text_with_diacritics,True,False,False,False
83763,single_train,single,both_with_diacritics,True,True,False,False
148695,single_train,single,both_with_diacritics,True,True,False,False
148690,single_train,single,answer_missing_diacritics,True,False,False,False
148699,single_train,single,both_with_diacritics,True,True,False,False
148692,single_train,single,both_with_diacritics,True,True,False,False
148693,single_train,single,question_text_with_diacritics,True,False,False,False
148696,single_train,single,answer_missing_diacritics,True,False,False,False
148697,single_train,single,question_text_with_diacritics,True,False,False,False
148698,single_train,single,answer_missing_diacritics,True,False,False,False
148694,single_train,single,both_with_diacritics,True,True,False,False
60431,single_train,single,both_with_diacritics,True,True,False,False
60434,single_train,single,both_with_diacritics,True,True,False,False
60435,single_train,single,question_text_with_diacritics,True,False,False,False
60433,single_train,single,answer_missing_diacritics,True,False,False,False
112448,single_train,single,both_with_diacritics,True,True,False,False
112445,single_train,single,both_with_diacritics,True,True,False,False
112447,single_train,single,both_with_diacritics,True,True,False,False
112443,single_train,single,both_with_diacritics,True,True,False,False
112446,single_train,single,question_text_with_diacritics,True,False,False,False
112444,single_train,single,both_with_diacritics,True,True,False,False
96344,single_train,single,both_with_diacritics,True,True,False,False
96343,single_train,single,both_with_diacritics,True,True,False,False
96341,single_train,single,both_with_diacritics,True,True,False,False
96345,single_train,single,both_with_diacritics,True,True,False,False
96342,single_train,single,both_with_diacritics,True,True,False,False
137696,single_train,single,question_text_with_diacritics,True,False,False,False
137688,single_train,single,both_with_diacritics,True,True,False,False
137690,single_train,single,both_with_diacritics,True,True,False,False
137695,single_train,single,question_text_with_diacritics,True,False,False,False
137692,single_train,single,both_with_diacritics,True,True,False,False
52587,single_train,single,both_with_diacritics,True,True,False,False
52590,single_train,single,both_with_diacritics,True,True,False,False
52588,single_train,single,both_with_diacritics,True,True,False,False
52589,single_train,single,both_with_diacritics,True,True,False,False
52591,single_train,single,answer_missing_diacritics,True,False,False,False
52593,single_train,single,question_text_with_diacritics,True,False,False,False
114273,single_train,single,question_text_with_diacritics,True,False,False,False
114267,single_train,single,question_text_with_diacritics,True,False,False,False
114272,single_train,single,answer_missing_diacritics,True,False,False,False
114271,single_train,single,answer_missing_diacritics,True,False,False,False
114269,single_train,single,question_text_with_diacritics,True,False,False,False
114268,single_train,single,both_with_diacritics,True,True,False,False
114270,single_train,single,question_text_with_diacritics,True,False,False,False
14777,single_train,single,question_text_with_diacritics,True,False,False,False
14776,single_train,single,question_text_with_diacritics,True,False,False,False
14780,single_train,single,question_text_with_diacritics,True,False,False,False
14779,single_train,single,both_with_diacritics,True,True,False,False
14775,single_train,single,both_with_diacritics,True,True,False,False
14774,single_train,single,question_text_with_diacritics,True,False,False,False
14778,single_train,single,answer_missing_diacritics,True,False,False,False
88851,single_train,single,both_with_diacritics,True,True,False,False
88853,single_train,single,question_text_with_diacritics,True,False,False,False
88855,single_train,single,question_text_with_diacritics,True,False,False,False
88852,single_train,single,both_with_diacritics,True,True,False,False
88849,single_train,single,answer_missing_diacritics,True,False,False,False
88847,single_train,single,both_with_diacritics,True,True,False,False
88854,single_train,single,question_text_with_diacritics,True,False,False,False
88848,single_train,single,both_with_diacritics,True,True,False,False
88850,single_train,single,answer_missing_diacritics,True,False,False,False
93498,single_train,single,answer_missing_diacritics,True,False,False,False
93501,single_train,single,question_text_with_diacritics,True,False,False,False
93497,single_train,single,both_with_diacritics,True,True,False,False
93502,single_train,single,question_text_with_diacritics,True,False,False,False
93499,single_train,single,question_text_with_diacritics,True,False,False,False
93503,single_train,single,question_text_with_diacritics,True,False,False,False
93500,single_train,single,both_with_diacritics,True,True,False,False
93496,single_train,single,both_with_diacritics,True,True,False,False
47739,single_train,single,both_with_diacritics,True,True,False,False
47738,single_train,single,both_with_diacritics,True,True,False,False
47741,single_train,single,question_text_with_diacritics,True,False,False,False
47742,single_train,single,question_text_with_diacritics,True,False,False,False
47740,single_train,single,answer_missing_diacritics,True,False,False,False
146247,single_train,single,both_with_diacritics,True,True,False,False
146249,single_train,single,both_with_diacritics,True,True,False,False
146241,single_train,single,question_text_with_diacritics,True,False,False,False
146242,single_train,single,both_with_diacritics,True,True,False,False
146253,single_train,single,both_with_diacritics,True,True,False,False
146243,single_train,single,both_with_diacritics,True,True,False,False
146254,single_train,single,question_text_with_diacritics,True,False,False,False
146251,single_train,single,both_with_diacritics,True,True,False,False
146246,single_train,single,both_with_diacritics,True,True,False,False
146250,single_train,single,both_with_diacritics,True,True,False,False
146248,single_train,single,question_text_with_diacritics,True,False,False,False
146244,single_train,single,question_text_with_diacritics,True,False,False,False
146245,single_train,single,both_with_diacritics,True,True,False,False
45468,single_train,single,both_with_diacritics,True,True,False,False
45464,single_train,single,both_with_diacritics,True,True,False,False
45463,single_train,single,question_text_with_diacritics,True,False,False,False
45460,single_train,single,both_with_diacritics,True,True,False,False
45465,single_train,single,both_with_diacritics,True,True,False,False
45462,single_train,single,both_with_diacritics,True,True,False,False
45461,single_train,single,question_text_with_diacritics,True,False,False,False
160673,single_train,single,both_with_diacritics,True,True,False,False
160677,single_train,single,both_with_diacritics,True,True,False,False
160670,single_train,single,answer_missing_diacritics,True,False,False,False
160679,single_train,single,both_with_diacritics,True,True,False,False
160676,single_train,single,question_text_with_diacritics,True,False,False,False
160669,single_train,single,both_with_diacritics,True,True,False,False
160674,single_train,single,question_text_with_diacritics,True,False,False,False
160680,single_train,single,question_text_with_diacritics,True,False,False,False
160675,single_train,single,both_with_diacritics,True,True,False,False
160671,single_train,single,both_with_diacritics,True,True,False,False
160672,single_train,single,question_text_with_diacritics,True,False,False,False
160678,single_train,single,both_with_diacritics,True,True,False,False
118297,single_train,single,question_text_with_diacritics,True,False,False,False
118299,single_train,single,both_with_diacritics,True,True,False,False
118307,single_train,single,both_with_diacritics,True,True,False,False
118308,single_train,single,question_text_with_diacritics,True,False,False,False
118298,single_train,single,both_with_diacritics,True,True,False,False
118304,single_train,single,both_with_diacritics,True,True,False,False
118306,single_train,single,both_with_diacritics,True,True,False,False
118300,single_train,single,both_with_diacritics,True,True,False,False
118303,single_train,single,both_with_diacritics,True,True,False,False
118305,single_train,single,both_with_diacritics,True,True,False,False
144841,single_train,single,question_text_with_diacritics,True,False,False,False
144840,single_train,single,both_with_diacritics,True,True,False,False
144835,single_train,single,answer_missing_diacritics,True,False,False,False
144834,single_train,single,question_text_with_diacritics,True,False,False,False
144837,single_train,single,both_with_diacritics,True,True,False,False
144838,single_train,single,question_text_with_diacritics,True,False,False,False
144836,single_train,single,both_with_diacritics,True,True,False,False
144831,single_train,single,both_with_diacritics,True,True,False,False
144833,single_train,single,both_with_diacritics,True,True,False,False
144832,single_train,single,both_with_diacritics,True,True,False,False
311,single_train,single,question_text_with_diacritics,True,False,False,False
307,single_train,single,question_text_with_diacritics,True,False,False,False
304,single_train,single,both_with_diacritics,True,True,False,False
306,single_train,single,both_with_diacritics,True,True,False,False
309,single_train,single,both_with_diacritics,True,True,False,False
305,single_train,single,both_with_diacritics,True,True,False,False
162731,single_train,single,question_text_with_diacritics,True,False,False,False
162724,single_train,single,both_with_diacritics,True,True,False,False
162730,single_train,single,both_with_diacritics,True,True,False,False
162727,single_train,single,question_text_with_diacritics,True,False,False,False
162729,single_train,single,both_with_diacritics,True,True,False,False
162726,single_train,single,both_with_diacritics,True,True,False,False
62213,single_train,single,both_with_diacritics,True,True,False,False
62211,single_train,single,both_with_diacritics,True,True,False,False
62206,single_train,single,question_text_with_diacritics,True,False,False,False
62208,single_train,single,question_text_with_diacritics,True,False,False,False
62209,single_train,single,both_with_diacritics,True,True,False,False
62216,single_train,single,both_with_diacritics,True,True,False,False
62207,single_train,single,both_with_diacritics,True,True,False,False
62214,single_train,single,both_with_diacritics,True,True,False,False
62217,single_train,single,question_text_with_diacritics,True,False,False,False
62210,single_train,single,both_with_diacritics,True,True,False,False
62212,single_train,single,question_text_with_diacritics,True,False,False,False
62215,single_train,single,both_with_diacritics,True,True,False,False
87643,single_train,single,both_with_diacritics,True,True,False,False
87638,single_train,single,both_with_diacritics,True,True,False,False
87641,single_train,single,both_with_diacritics,True,True,False,False
87646,single_train,single,question_text_with_diacritics,True,False,False,False
87640,single_train,single,both_with_diacritics,True,True,False,False
87645,single_train,single,both_with_diacritics,True,True,False,False
87644,single_train,single,both_with_diacritics,True,True,False,False
87639,single_train,single,both_with_diacritics,True,True,False,False
87642,single_train,single,both_with_diacritics,True,True,False,False
51764,single_train,single,answer_missing_diacritics,True,False,False,False
51766,single_train,single,answer_missing_diacritics,True,False,False,False
51761,single_train,single,both_with_diacritics,True,True,False,False
51765,single_train,single,both_with_diacritics,True,True,False,False
51763,single_train,single,both_with_diacritics,True,True,False,False
51762,single_train,single,both_with_diacritics,True,True,False,False
51760,single_train,single,both_with_diacritics,True,True,False,False
7347,single_train,single,both_with_diacritics,True,True,False,False
7346,single_train,single,both_with_diacritics,True,True,False,False
7348,single_train,single,answer_missing_diacritics,True,False,False,False
7355,single_train,single,answer_missing_diacritics,True,False,False,False
7352,single_train,single,answer_missing_diacritics,True,False,False,False
7358,single_train,single,question_text_with_diacritics,True,False,False,False
7353,single_train,single,answer_missing_diacritics,True,False,False,False
7354,single_train,single,both_with_diacritics,True,True,False,False
7350,single_train,single,both_with_diacritics,True,True,False,False
7349,single_train,single,question_text_with_diacritics,True,False,False,False
7351,single_train,single,question_text_with_diacritics,True,False,False,False
158864,single_train,single,answer_missing_diacritics,True,False,False,False
158862,single_train,single,answer_missing_diacritics,True,False,False,False
158871,single_train,single,question_text_with_diacritics,True,False,False,False
158870,single_train,single,both_with_diacritics,True,True,False,False
158874,single_train,single,answer_missing_diacritics,True,False,False,False
158873,single_train,single,both_with_diacritics,True,True,False,False
158863,single_train,single,both_with_diacritics,True,True,False,False
158872,single_train,single,both_with_diacritics,True,True,False,False
37476,single_train,single,both_with_diacritics,True,True,False,False
37468,single_train,single,both_with_diacritics,True,True,False,False
37474,single_train,single,answer_missing_diacritics,True,False,False,False
37475,single_train,single,answer_missing_diacritics,True,False,False,False
37473,single_train,single,both_with_diacritics,True,True,False,False
37466,single_train,single,both_with_diacritics,True,True,False,False
37479,single_train,single,question_text_with_diacritics,True,False,False,False
37470,single_train,single,answer_missing_diacritics,True,False,False,False
37467,single_train,single,both_with_diacritics,True,True,False,False
37472,single_train,single,both_with_diacritics,True,True,False,False
37469,single_train,single,question_text_with_diacritics,True,False,False,False
37477,single_train,single,both_with_diacritics,True,True,False,False
37471,single_train,single,question_text_with_diacritics,True,False,False,False
69400,single_train,single,question_text_with_diacritics,True,False,False,False
69399,single_train,single,both_with_diacritics,True,True,False,False
69398,single_train,single,question_text_with_diacritics,True,False,False,False
69403,single_train,single,question_text_with_diacritics,True,False,False,False
69401,single_train,single,question_text_with_diacritics,True,False,False,False
69405,single_train,single,both_with_diacritics,True,True,False,False
5052,single_train,single,question_text_with_diacritics,True,False,False,False
5053,single_train,single,both_with_diacritics,True,True,False,False
5049,single_train,single,both_with_diacritics,True,True,False,False
5057,single_train,single,question_text_with_diacritics,True,False,False,False
5054,single_train,single,both_with_diacritics,True,True,False,False
5050,single_train,single,both_with_diacritics,True,True,False,False
28893,single_train,single,question_text_with_diacritics,True,False,False,False
28889,single_train,single,both_with_diacritics,True,True,False,False
28887,single_train,single,both_with_diacritics,True,True,False,False
28892,single_train,single,both_with_diacritics,True,True,False,False
28894,single_train,single,question_text_with_diacritics,True,False,False,False
28883,single_train,single,question_text_with_diacritics,True,False,False,False
28886,single_train,single,question_text_with_diacritics,True,False,False,False
28884,single_train,single,both_with_diacritics,True,True,False,False
28890,single_train,single,question_text_with_diacritics,True,False,False,False
28885,single_train,single,question_text_with_diacritics,True,False,False,False
28891,single_train,single,question_text_with_diacritics,True,False,False,False
28895,single_train,single,both_with_diacritics,True,True,False,False
33033,single_train,single,both_with_diacritics,True,True,False,False
33028,single_train,single,answer_missing_diacritics,True,False,False,False
33030,single_train,single,both_with_diacritics,True,True,False,False
33029,single_train,single,both_with_diacritics,True,True,False,False
33031,single_train,single,question_text_with_diacritics,True,False,False,False
33032,single_train,single,answer_missing_diacritics,True,False,False,False
