image_path,split_names,task_families,width,height,aspect_ratio,shorter_side,usage_count
images/1091.jpg,multi_train,multi,2539,4070,0.623833,2539,1
images/1095.jpg,multi_train,multi,2500,3191,0.783453,2500,4
images/1096.jpg,single_train,single,1271,1892,0.671776,1271,2
images/1097.jpg,multi_train,multi,2500,2813,0.888731,2500,7
images/110.jpg,multi_train,multi,2500,2458,1.017087,2458,2
images/1103.jpg,multi_train,multi,2500,3295,0.758725,2500,4
images/1105.jpg,multi_train,multi,2539,3510,0.723362,2539,11
images/1107.jpg,multi_train,multi,2500,3306,0.756201,2500,5
images/1108.jpg,multi_train,multi,2500,3501,0.714082,2500,2
images/1110.jpg,multi_train,multi,4654,3534,1.316921,3534,4
images/1112.jpg,multi_train,multi,2676,4501,0.594535,2676,2
images/1115.jpg,single_train,single,2500,2813,0.888731,2500,7
images/1116.jpg,multi_train,multi,2500,4610,0.542299,2500,3
images/1117.jpg,multi_train,multi,805,802,1.003741,802,2
images/1118.jpg,multi_train,multi,1073,903,1.188261,903,1
images/1119.jpg,multi_train,multi,1363,1055,1.291943,1055,3
images/1124.jpg,single_train,single,2688,3423,0.785276,2688,6
images/1125.jpg,multi_train,multi,2500,4466,0.559785,2500,3
images/1126.jpg,single_train,single,2500,2813,0.888731,2500,7
images/1127.jpg,single_train,single,2387,4795,0.49781,2387,9
images/1129.jpg,multi_train,multi,2500,3295,0.758725,2500,6
images/1130.jpg,multi_train,multi,2500,4247,0.588651,2500,4
images/1135.jpg,"multi_train,single_train","multi,single",2500,2954,0.84631,2500,13
images/1137.jpg,multi_train,multi,2500,2470,1.012146,2470,4
images/1138.jpg,multi_train,multi,760,1438,0.528512,760,5
images/1139.jpg,single_train,single,2025,3137,0.645521,2025,5
images/1143.jpg,"multi_train,single_train","multi,single",2500,4757,0.525541,2500,9
images/1144.jpg,multi_train,multi,2229,5505,0.404905,2229,3
images/1152.jpg,single_train,single,1176,2880,0.408333,1176,8
images/1156.jpg,multi_train,multi,1349,1272,1.060535,1272,4
images/1158.jpg,single_train,single,3629,4801,0.755884,3629,10
images/1159.jpg,multi_train,multi,2500,3459,0.722752,2500,3
images/1160.jpg,single_train,single,821,1599,0.513446,821,7
images/1163.jpg,"multi_train,single_train","multi,single",1188,2856,0.415966,1188,15
images/1165.jpg,multi_train,multi,1708,3269,0.522484,1708,3
images/1166.jpg,multi_train,multi,2500,3297,0.758265,2500,3
images/1169.jpg,multi_train,multi,2257,4246,0.531559,2257,7
images/1170.jpg,multi_train,multi,3279,5864,0.559175,3279,3
images/1173.jpg,single_train,single,1027,2950,0.348136,1027,5
images/11733.jpg,multi_train,multi,1200,2133,0.562588,1200,3
images/11739.jpg,multi_train,multi,2433,6047,0.402348,2433,1
images/11741.jpg,single_train,single,475,1334,0.356072,475,7
images/11743.jpg,multi_train,multi,1200,2133,0.562588,1200,4
images/11744.jpg,multi_train,multi,1200,1915,0.626632,1200,4
images/11745.jpg,"multi_train,single_train","multi,single",1875,3458,0.542221,1875,10
images/11747.jpg,multi_train,multi,1200,2133,0.562588,1200,4
images/11749.jpg,multi_train,multi,1200,2133,0.562588,1200,8
images/11750.jpg,multi_train,multi,730,1184,0.616554,730,2
images/11751.jpg,multi_train,multi,1200,1350,0.888889,1200,3
images/11754.jpg,multi_train,multi,992,1819,0.545355,992,6
images/11760.jpg,single_train,single,1200,1665,0.720721,1200,10
images/11764.jpg,multi_train,multi,1200,2490,0.481928,1200,1
images/11765.jpg,multi_train,multi,1200,2490,0.481928,1200,1
images/11779.jpg,single_train,single,1875,4668,0.401671,1875,6
images/1178.jpg,single_train,single,1472,1706,0.862837,1472,8
images/11782.jpg,multi_train,multi,1200,2112,0.568182,1200,4
images/11789.jpg,multi_train,multi,1200,2133,0.562588,1200,9
images/11790.jpg,multi_train,multi,2250,3302,0.681405,2250,9
images/11795.jpg,multi_train,multi,1200,2133,0.562588,1200,5
images/11797.jpg,multi_train,multi,1200,1805,0.66482,1200,5
images/11798.jpg,multi_train,multi,1200,1997,0.600901,1200,5
images/11801.jpg,single_train,single,1200,2133,0.562588,1200,12
images/11802.jpg,single_train,single,1200,1916,0.626305,1200,5
images/11805.jpg,multi_train,multi,1200,2666,0.450113,1200,2
images/11819.jpg,single_train,single,2250,3515,0.640114,2250,7
images/11822.jpg,multi_train,multi,1200,2133,0.562588,1200,3
images/11827.jpg,multi_train,multi,2250,5751,0.391236,2250,4
images/1183.jpg,multi_train,multi,1386,1825,0.759452,1386,3
images/11834.jpg,multi_train,multi,2250,4197,0.536097,2250,7
images/1184.jpg,multi_train,multi,1349,1850,0.729189,1349,3
images/11840.jpg,single_train,single,1875,4668,0.401671,1875,9
images/11849.jpg,single_test,single,730,1622,0.450062,730,10
images/1185.jpg,single_train,single,1408,3626,0.388307,1408,7
images/11853.jpg,single_train,single,1200,2666,0.450113,1200,7
images/11858.jpg,single_train,single,1200,2637,0.455063,1200,10
images/1186.jpg,multi_train,multi,1070,1200,0.891667,1070,2
images/11860.jpg,multi_train,multi,1200,2637,0.455063,1200,3
images/11865.jpg,single_train,single,1200,2637,0.455063,1200,8
images/11867.jpg,single_train,single,1200,2637,0.455063,1200,9
images/11869.jpg,multi_train,multi,1200,2637,0.455063,1200,3
images/1187.jpg,multi_train,multi,1549,3224,0.480459,1549,3
images/11872.jpg,single_train,single,1200,2637,0.455063,1200,7
images/11873.jpg,single_train,single,1200,2637,0.455063,1200,8
images/11877.jpg,multi_train,multi,1200,2637,0.455063,1200,2
images/11879.jpg,multi_train,multi,730,1622,0.450062,730,4
images/11880.jpg,multi_train,multi,1200,2666,0.450113,1200,5
images/11881.jpg,single_train,single,1200,2666,0.450113,1200,8
images/11889.jpg,multi_train,multi,1200,2666,0.450113,1200,3
images/1189.jpg,"multi_train,single_train","multi,single",2500,3297,0.758265,2500,10
images/11891.jpg,multi_train,multi,1200,2666,0.450113,1200,4
images/11894.jpg,multi_train,multi,1200,2666,0.450113,1200,5
images/1190.jpg,multi_train,multi,2024,3472,0.582949,2024,6
images/11906.jpg,multi_train,multi,730,1622,0.450062,730,4
images/11907.jpg,single_train,single,730,1622,0.450062,730,10
images/11909.jpg,multi_train,multi,1200,2666,0.450113,1200,5
images/11918.jpg,multi_train,multi,730,1622,0.450062,730,2
images/1192.jpg,multi_train,multi,821,1570,0.52293,821,3
images/11920.jpg,single_train,single,2133,4003,0.53285,2133,8
images/11927.jpg,multi_train,multi,2500,1667,1.4997,1667,5
images/1193.jpg,multi_train,multi,1554,2915,0.533105,1554,3
images/11930.jpg,multi_train,multi,2500,1667,1.4997,1667,5
images/11939.jpg,multi_train,multi,2500,2887,0.865951,2500,2
images/1194.jpg,"multi_train,single_train","multi,single",1349,2628,0.513318,1349,11
images/11942.jpg,single_train,single,1200,1768,0.678733,1200,6
images/11951.jpg,single_train,single,2500,2728,0.916422,2500,6
images/11956.jpg,multi_train,multi,2500,3363,0.743384,2500,1
images/11959.jpg,multi_train,multi,2500,2705,0.924214,2500,1
images/11960.jpg,single_train,single,2500,2527,0.989315,2500,12
images/11961.jpg,multi_train,multi,2500,2859,0.874432,2500,1
images/11962.jpg,multi_train,multi,2500,2225,1.123596,2225,3
images/11964.jpg,multi_train,multi,2500,2601,0.961169,2500,3
images/11965.jpg,multi_train,multi,2500,2501,0.9996,2500,3
images/11975.jpg,multi_train,multi,730,991,0.73663,730,3
images/11979.jpg,single_train,single,1399,2298,0.60879,1399,11
images/1198.jpg,multi_train,multi,2388,4981,0.479422,2388,3
images/11980.jpg,multi_train,multi,2500,2681,0.932488,2500,8
images/11988.jpg,single_train,single,2500,2325,1.075269,2325,6
images/1199.jpg,multi_train,multi,2500,3297,0.758265,2500,3
images/11999.jpg,multi_test,multi,2500,3446,0.725479,2500,3
images/12000.jpg,multi_train,multi,2500,4370,0.572082,2500,4
images/12001.jpg,single_train,single,2250,2165,1.039261,2165,5
images/12002.jpg,multi_train,multi,2500,3576,0.699105,2500,2
images/12004.jpg,multi_train,multi,2500,2435,1.026694,2435,2
images/12009.jpg,"multi_train,single_train","multi,single",2500,4642,0.538561,2500,10
images/1201.jpg,"multi_train,single_train","multi,single",1613,3162,0.51012,1613,11
images/12011.jpg,multi_train,multi,1848,4188,0.441261,1848,3
images/1202.jpg,single_train,single,1071,1599,0.669794,1071,7
images/12021.jpg,single_train,single,3174,4711,0.673742,3174,10
images/12024.jpg,multi_train,multi,2500,3686,0.678242,2500,2
images/12025.jpg,multi_train,multi,720,1061,0.678605,720,2
images/12027.jpg,multi_train,multi,1601,3762,0.425572,1601,1
images/1203.jpg,single_train,single,1215,2531,0.480047,1215,9
images/12037.jpg,multi_train,multi,3400,4108,0.827653,3400,3
images/12038.jpg,multi_train,multi,720,869,0.828539,720,3
images/12040.jpg,multi_train,multi,1675,1896,0.883439,1675,3
images/12042.jpg,multi_test,multi,1348,3527,0.382194,1348,1
images/12044.jpg,single_train,single,4718,4261,1.107252,4261,6
images/12045.jpg,multi_train,multi,3817,5593,0.68246,3817,1
images/12046.jpg,multi_train,multi,2500,3176,0.787154,2500,12
images/12048.jpg,multi_train,multi,2500,4033,0.619886,2500,1
images/12051.jpg,single_test,single,1675,3871,0.432705,1675,8
images/12052.jpg,multi_train,multi,1675,3001,0.558147,1675,3
images/12057.jpg,single_train,single,1644,2555,0.643444,1644,9
images/1206.jpg,multi_train,multi,2480,3307,0.749924,2480,2
images/12061.jpg,multi_train,multi,645,606,1.064356,606,2
images/12064.jpg,multi_test,multi,1491,1340,1.112687,1340,1
images/12065.jpg,multi_train,multi,2421,2194,1.103464,2194,2
images/12074.jpg,multi_train,multi,1183,1562,0.757362,1183,1
images/12076.jpg,multi_train,multi,2500,3784,0.660677,2500,3
images/12078.jpg,single_train,single,2500,3447,0.725268,2500,9
images/12080.jpg,multi_train,multi,2500,2815,0.888099,2500,3
images/12096.jpg,multi_test,multi,1306,1866,0.699893,1306,3
images/12099.jpg,multi_train,multi,2000,4002,0.49975,2000,2
images/121.jpg,multi_train,multi,2500,2708,0.923191,2500,3
images/12109.jpg,multi_test,multi,1302,2589,0.502897,1302,1
images/12110.jpg,multi_test,multi,2500,4096,0.610352,2500,3
images/12112.jpg,multi_test,multi,951,1221,0.77887,951,1
images/12115.jpg,multi_test,multi,1302,2446,0.532298,1302,3
images/12116.jpg,"multi_train,single_train","multi,single",730,981,0.744139,730,8
images/12119.jpg,single_train,single,2500,5650,0.442478,2500,11
images/1212.jpg,multi_test,multi,1548,3190,0.485266,1548,12
images/12123.jpg,multi_train,multi,2501,4302,0.581358,2501,3
images/12125.jpg,multi_train,multi,1302,2263,0.575342,1302,4
images/1213.jpg,multi_train,multi,2617,5045,0.518731,2617,1
images/12130.jpg,multi_train,multi,1255,2611,0.480659,1255,2
images/12131.jpg,multi_train,multi,1313,3698,0.355057,1313,1
images/12138.jpg,multi_test,multi,1348,4263,0.316209,1348,1
images/12144.jpg,multi_train,multi,1302,1961,0.663947,1302,2
images/12146.jpg,multi_train,multi,942,2538,0.371158,942,1
images/12147.jpg,multi_train,multi,1399,3687,0.379441,1399,2
images/12148.jpg,single_train,single,1884,3040,0.619737,1884,7
images/12149.jpg,single_train,single,2667,4678,0.570115,2667,8
images/12154.jpg,multi_train,multi,1953,3598,0.542802,1953,2
images/12157.jpg,multi_train,multi,3387,4883,0.693631,3387,10
images/12158.jpg,"multi_train,single_train","multi,single",2053,2578,0.796354,2053,13
images/1216.jpg,single_train,single,3174,6489,0.489135,3174,9
images/12160.jpg,multi_train,multi,1906,5293,0.360098,1906,1
images/12161.jpg,single_train,single,1460,3704,0.394168,1460,11
images/12163.jpg,multi_train,multi,1472,2526,0.58274,1472,4
images/12169.jpg,multi_train,multi,2413,4248,0.568032,2413,1
images/12172.jpg,single_train,single,1890,2990,0.632107,1890,9
images/12174.jpg,single_train,single,1272,2641,0.481636,1272,8
images/12175.jpg,multi_train,multi,2250,2831,0.794772,2250,4
images/12177.jpg,single_train,single,1800,4796,0.375313,1800,3
images/12178.jpg,"multi_train,single_train","multi,single",2250,2860,0.786713,2250,15
images/12180.jpg,multi_train,multi,2250,3727,0.603703,2250,1
images/12184.jpg,multi_train,multi,2250,2777,0.810227,2250,13
images/12185.jpg,multi_train,multi,2250,3836,0.586548,2250,5
images/12188.jpg,multi_train,multi,2250,5096,0.441523,2250,8
images/12190.jpg,single_train,single,1950,4841,0.402809,1950,9
images/12191.jpg,multi_train,multi,2250,5034,0.446961,2250,2
images/12192.jpg,multi_train,multi,2250,3873,0.580945,2250,4
images/12195.jpg,multi_train,multi,2250,3814,0.589932,2250,6
images/12196.jpg,multi_train,multi,2250,2648,0.849698,2250,2
images/12197.jpg,multi_train,multi,2250,5482,0.410434,2250,3
images/1220.jpg,multi_train,multi,2196,4304,0.510223,2196,2
images/12201.jpg,multi_train,multi,1800,3879,0.464037,1800,9
images/12203.jpg,multi_train,multi,1800,3879,0.464037,1800,5
images/12204.jpg,multi_train,multi,1800,2621,0.686761,1800,2
images/12206.jpg,multi_train,multi,1800,3871,0.464996,1800,13
images/12209.jpg,multi_test,multi,1509,2978,0.506716,1509,2
images/12210.jpg,multi_test,multi,1509,3196,0.472153,1509,2
images/12213.jpg,multi_test,multi,1509,3196,0.472153,1509,2
images/12214.jpg,multi_train,multi,2250,2673,0.841751,2250,5
images/12215.jpg,multi_train,multi,1800,4066,0.442696,1800,2
images/12216.jpg,multi_train,multi,1800,2621,0.686761,1800,6
images/12218.jpg,multi_train,multi,1800,4003,0.449663,1800,6
images/12219.jpg,multi_train,multi,1800,2904,0.619835,1800,6
images/12220.jpg,multi_train,multi,2250,2673,0.841751,2250,5
images/12221.jpg,multi_test,multi,1800,3979,0.452375,1800,4
images/12222.jpg,multi_train,multi,1800,2841,0.63358,1800,4
images/12224.jpg,multi_train,multi,2250,3588,0.62709,2250,4
images/12228.jpg,multi_train,multi,720,1476,0.487805,720,2
images/1223.jpg,multi_test,multi,1349,1649,0.818072,1349,4
images/12230.jpg,multi_train,multi,720,1475,0.488136,720,4
images/12231.jpg,multi_train,multi,2250,5084,0.442565,2250,4
images/12232.jpg,"multi_train,single_train","multi,single",2250,3588,0.62709,2250,7
images/12233.jpg,multi_train,multi,2250,5084,0.442565,2250,4
images/12235.jpg,multi_train,multi,2250,5084,0.442565,2250,2
images/12236.jpg,multi_train,multi,2250,3588,0.62709,2250,3
images/12237.jpg,multi_train,multi,2250,3551,0.633624,2250,11
images/12238.jpg,multi_train,multi,2250,3551,0.633624,2250,5
images/12240.jpg,multi_train,multi,2250,3588,0.62709,2250,8
images/12241.jpg,multi_train,multi,2250,3403,0.661181,2250,9
images/12242.jpg,multi_train,multi,2250,2831,0.794772,2250,9
images/12244.jpg,multi_train,multi,2250,3403,0.661181,2250,6
images/12245.jpg,multi_train,multi,2250,3403,0.661181,2250,2
images/12246.jpg,multi_test,multi,1950,4269,0.456781,1950,4
images/12248.jpg,multi_train,multi,2250,3588,0.62709,2250,3
images/12249.jpg,multi_train,multi,2409,3705,0.650202,2409,3
images/1225.jpg,multi_test,multi,2500,3297,0.758265,2500,5
images/12252.jpg,single_test,single,2250,5051,0.445456,2250,7
images/12255.jpg,multi_train,multi,1240,1355,0.915129,1240,3
images/12256.jpg,multi_test,multi,2250,5051,0.445456,2250,4
images/12259.jpg,multi_train,multi,2365,3705,0.638327,2365,1
images/1226.jpg,multi_train,multi,3174,3900,0.813846,3174,3
images/12265.jpg,multi_train,multi,2250,5088,0.442217,2250,6
images/12266.jpg,multi_train,multi,2365,3823,0.618624,2365,9
images/12267.jpg,multi_train,multi,1240,1223,1.0139,1223,3
images/12269.jpg,multi_train,multi,1892,3165,0.597788,1892,4
images/1227.jpg,multi_train,multi,1549,2105,0.735867,1549,3
images/12270.jpg,multi_train,multi,1439,1236,1.164239,1236,2
images/12271.jpg,"multi_train,single_train","multi,single",1439,2025,0.710617,1439,8
images/12273.jpg,multi_train,multi,1439,1553,0.926594,1439,5
images/12274.jpg,multi_train,multi,1439,2057,0.699562,1439,5
images/12276.jpg,multi_train,multi,1892,3165,0.597788,1892,4
images/12278.jpg,multi_train,multi,2250,2366,0.950972,2250,3
images/12280.jpg,multi_train,multi,2250,3187,0.705993,2250,1
images/12281.jpg,"multi_train,single_train","multi,single",2250,2822,0.797307,2250,8
images/12283.jpg,multi_train,multi,1892,3328,0.56851,1892,9
images/12284.jpg,"multi_train,single_train","multi,single",1892,3468,0.545559,1892,12
images/12285.jpg,multi_train,multi,2250,6388,0.352223,2250,7
images/12286.jpg,multi_train,multi,2250,3778,0.595553,2250,5
images/12287.jpg,multi_train,multi,2250,3950,0.56962,2250,3
images/12288.jpg,single_train,single,2250,4837,0.465164,2250,11
images/12289.jpg,multi_train,multi,1950,5617,0.34716,1950,1
images/1229.jpg,multi_train,multi,2229,3191,0.698527,2229,2
images/12290.jpg,multi_train,multi,2250,4094,0.549585,2250,5
images/12291.jpg,"multi_train,single_train","multi,single",2025,4813,0.420736,2025,8
images/12292.jpg,multi_train,multi,1950,3475,0.561151,1950,3
images/12293.jpg,multi_train,multi,1950,5617,0.34716,1950,1
images/12294.jpg,single_train,single,2250,2751,0.817884,2250,9
images/12295.jpg,multi_train,multi,2250,4437,0.507099,2250,3
images/12296.jpg,"multi_test,single_test","multi,single",1950,4245,0.459364,1950,10
images/12298.jpg,multi_train,multi,2250,3391,0.663521,2250,4
images/12299.jpg,single_train,single,992,1624,0.610837,992,6
images/12303.jpg,multi_train,multi,2025,3377,0.599645,2025,4
images/12304.jpg,multi_train,multi,2025,3758,0.53885,2025,4
images/12307.jpg,multi_train,multi,2025,3724,0.54377,2025,4
images/12308.jpg,multi_train,multi,2100,4388,0.478578,2100,4
images/12309.jpg,multi_train,multi,2250,4353,0.516885,2250,4
images/12310.jpg,multi_train,multi,2250,4328,0.519871,2250,4
images/12311.jpg,multi_train,multi,2250,4776,0.471106,2250,3
images/12313.jpg,single_train,single,992,1465,0.677133,992,9
images/12314.jpg,multi_train,multi,2433,4302,0.565551,2433,1
images/12317.jpg,multi_train,multi,992,1107,0.896116,992,6
images/12318.jpg,multi_train,multi,992,1107,0.896116,992,6
images/12319.jpg,"multi_train,single_train","multi,single",992,1107,0.896116,992,14
images/12320.jpg,multi_train,multi,992,1107,0.896116,992,6
images/12322.jpg,single_train,single,992,1665,0.595796,992,6
images/12325.jpg,multi_train,multi,1275,1375,0.927273,1275,3
images/12329.jpg,multi_train,multi,1800,2918,0.616861,1800,4
images/1233.jpg,single_train,single,2500,3223,0.775675,2500,4
images/12331.jpg,multi_train,multi,824,1402,0.587732,824,13
images/12333.jpg,multi_train,multi,992,1368,0.725146,992,6
images/12334.jpg,multi_train,multi,1275,1806,0.70598,1275,3
images/12339.jpg,multi_train,multi,1800,2970,0.606061,1800,8
images/12340.jpg,multi_train,multi,1099,1435,0.765854,1099,3
images/12344.jpg,single_train,single,1950,5232,0.372706,1950,6
images/12347.jpg,multi_train,multi,2100,3902,0.538186,2100,1
images/12348.jpg,multi_train,multi,2250,3254,0.691457,2250,3
images/12349.jpg,multi_train,multi,2250,3842,0.585632,2250,3
images/1235.jpg,multi_train,multi,3174,4521,0.702057,3174,2
images/12350.jpg,"multi_train,single_train","multi,single",1384,1915,0.722715,1384,13
images/12351.jpg,"multi_train,single_train","multi,single",2250,3304,0.680993,2250,8
images/12353.jpg,multi_train,multi,1800,4768,0.377517,1800,6
images/12356.jpg,multi_train,multi,2250,3450,0.652174,2250,3
images/12358.jpg,multi_train,multi,1384,2515,0.550298,1384,4
images/12360.jpg,multi_train,multi,2100,4019,0.522518,2100,3
images/12361.jpg,multi_train,multi,1384,2515,0.550298,1384,4
images/12362.jpg,multi_train,multi,1384,2619,0.528446,1384,4
images/12363.jpg,multi_train,multi,1384,2619,0.528446,1384,4
images/12364.jpg,multi_train,multi,665,1259,0.528197,665,3
images/1237.jpg,"multi_train,single_train","multi,single",1079,1428,0.755602,1079,9
images/12371.jpg,multi_train,multi,1384,2964,0.466937,1384,3
images/12373.jpg,multi_train,multi,2250,3787,0.594138,2250,1
images/12374.jpg,"multi_train,single_train","multi,single",1384,2839,0.487496,1384,4
images/12376.jpg,multi_train,multi,2250,3691,0.609591,2250,4
images/12378.jpg,multi_train,multi,1384,2839,0.487496,1384,5
images/1238.jpg,multi_train,multi,2500,2737,0.913409,2500,2
images/12382.jpg,multi_train,multi,2250,3691,0.609591,2250,4
images/12383.jpg,multi_train,multi,1240,3043,0.407493,1240,1
images/12385.jpg,multi_train,multi,1368,2353,0.581385,1368,1
images/12386.jpg,single_train,single,2100,4327,0.485325,2100,6
images/12387.jpg,single_train,single,2250,3978,0.565611,2250,8
images/12388.jpg,multi_train,multi,2250,3279,0.686185,2250,2
images/12392.jpg,multi_train,multi,2302,3417,0.67369,2302,3
images/12393.jpg,multi_train,multi,2302,4535,0.507607,2302,3
images/12394.jpg,multi_train,multi,2302,5865,0.392498,2302,3
images/12395.jpg,multi_test,multi,2302,4733,0.486372,2302,1
images/12396.jpg,multi_train,multi,2302,5583,0.412323,2302,3
images/12398.jpg,multi_test,multi,2302,3417,0.67369,2302,1
images/12399.jpg,multi_train,multi,2302,3417,0.67369,2302,3
images/12400.jpg,multi_train,multi,1029,1215,0.846914,1029,5
images/12401.jpg,single_train,single,1107,2137,0.518016,1107,8
images/12402.jpg,multi_train,multi,992,2063,0.480853,992,4
images/12403.jpg,multi_train,multi,1107,2137,0.518016,1107,3
images/12404.jpg,multi_train,multi,992,1058,0.937618,992,4
images/12405.jpg,multi_train,multi,992,1130,0.877876,992,4
images/12406.jpg,multi_train,multi,2250,3799,0.592261,2250,3
images/12407.jpg,multi_train,multi,2250,4059,0.554324,2250,2
images/12409.jpg,multi_train,multi,1800,2372,0.758853,1800,2
images/1241.jpg,multi_train,multi,2250,1880,1.196809,1880,1
images/12411.jpg,multi_train,multi,1107,2269,0.48788,1107,7
images/12413.jpg,multi_train,multi,2250,1906,1.180483,1906,3
images/12415.jpg,single_train,single,1800,3050,0.590164,1800,10
images/12416.jpg,multi_train,multi,1107,2269,0.48788,1107,2
images/12417.jpg,multi_train,multi,2250,4463,0.504145,2250,2
images/12420.jpg,multi_train,multi,1029,1239,0.830508,1029,5
images/12421.jpg,multi_train,multi,1107,2269,0.48788,1107,3
images/12422.jpg,multi_train,multi,1029,1293,0.795824,1029,5
images/12423.jpg,single_test,single,1800,2725,0.66055,1800,2
images/12424.jpg,multi_train,multi,1800,2818,0.638751,1800,3
images/12425.jpg,multi_train,multi,1800,2818,0.638751,1800,3
images/12427.jpg,multi_train,multi,1029,1293,0.795824,1029,5
images/12429.jpg,multi_train,multi,2100,3125,0.672,2100,6
images/12432.jpg,multi_train,multi,1287,1617,0.795918,1287,5
images/12434.jpg,"multi_train,single_train","multi,single",2100,2123,0.989166,2100,11
images/12435.jpg,single_train,single,1287,1617,0.795918,1287,9
images/12440.jpg,multi_train,multi,2250,3245,0.693374,2250,3
images/12450.jpg,"multi_train,single_train","multi,single",1240,3010,0.41196,1240,7
images/12453.jpg,multi_train,multi,2100,3661,0.573614,2100,4
images/12454.jpg,multi_train,multi,1384,2836,0.488011,1384,6
images/12455.jpg,multi_train,multi,1287,1617,0.795918,1287,3
images/12457.jpg,multi_train,multi,2250,2274,0.989446,2250,4
images/12458.jpg,multi_train,multi,1287,1617,0.795918,1287,5
images/12460.jpg,multi_train,multi,1287,1617,0.795918,1287,5
images/12461.jpg,multi_train,multi,2250,3245,0.693374,2250,3
images/12463.jpg,multi_train,multi,1240,3043,0.407493,1240,1
images/12465.jpg,multi_train,multi,2250,4326,0.520111,2250,3
images/12466.jpg,multi_train,multi,1542,1270,1.214173,1270,3
images/12470.jpg,"multi_train,single_train","multi,single",1287,1617,0.795918,1287,12
images/12472.jpg,multi_train,multi,1029,1394,0.738164,1029,2
images/12474.jpg,multi_train,multi,992,2011,0.493287,992,4
images/12476.jpg,multi_train,multi,1287,1519,0.847268,1287,7
images/12477.jpg,multi_train,multi,1165,1576,0.739213,1165,3
images/12479.jpg,single_test,single,2250,2153,1.045053,2153,10
images/12480.jpg,multi_train,multi,1240,3204,0.387016,1240,3
images/12483.jpg,multi_train,multi,1029,1293,0.795824,1029,2
images/12485.jpg,multi_train,multi,1029,1339,0.768484,1029,2
images/12489.jpg,multi_train,multi,1029,1467,0.701431,1029,2
images/12490.jpg,multi_train,multi,1240,3446,0.359837,1240,3
images/12493.jpg,multi_train,multi,2250,3245,0.693374,2250,3
images/12498.jpg,multi_train,multi,2250,3542,0.635234,2250,9
images/1250.jpg,multi_test,multi,2500,2813,0.888731,2500,2
images/12500.jpg,"multi_train,single_train","multi,single",1800,4143,0.434468,1800,10
images/12504.jpg,multi_train,multi,2100,3661,0.573614,2100,8
images/12506.jpg,single_train,single,1287,1617,0.795918,1287,9
images/12507.jpg,single_train,single,2250,3869,0.581546,2250,2
images/12508.jpg,multi_train,multi,2100,2123,0.989166,2100,1
images/1251.jpg,multi_train,multi,2500,3390,0.737463,2500,2
images/12511.jpg,multi_train,multi,2250,3542,0.635234,2250,9
images/12513.jpg,multi_train,multi,2100,3661,0.573614,2100,6
