image_path,split_names,task_families,edge_density,entropy,connected_components,usage_count
images/1110.jpg,multi_train,multi,0.020042,3.543028,1140,4
images/1112.jpg,multi_train,multi,0.027807,5.133554,2259,2
images/1115.jpg,single_train,single,0.033166,3.959624,1381,7
images/1116.jpg,multi_train,multi,0.02322,2.216041,1296,3
images/1117.jpg,multi_train,multi,0.084793,3.302747,542,2
images/1118.jpg,multi_train,multi,0.041322,3.286763,486,1
images/1119.jpg,multi_train,multi,0.041557,1.766486,359,3
images/1124.jpg,single_train,single,0.040933,4.803716,4314,6
images/1125.jpg,multi_train,multi,0.061231,4.804961,2772,3
images/1126.jpg,single_train,single,0.033225,3.990709,1803,7
images/1127.jpg,single_train,single,0.041881,4.795538,2482,9
images/1129.jpg,multi_train,multi,0.023046,3.236277,821,6
images/1130.jpg,multi_train,multi,0.017232,3.308315,670,4
images/1135.jpg,"multi_train,single_train","multi,single",0.027837,2.661193,1082,13
images/1137.jpg,multi_train,multi,0.04307,4.18012,1132,4
images/1138.jpg,multi_train,multi,0.073204,4.75165,1033,5
images/1139.jpg,single_train,single,0.087724,6.520569,1331,5
images/1143.jpg,"multi_train,single_train","multi,single",0.044833,5.647455,2235,9
images/1144.jpg,multi_train,multi,0.026969,3.722569,2684,3
images/1152.jpg,single_train,single,0.052561,5.496118,2093,8
images/1156.jpg,multi_train,multi,0.092074,5.818651,967,4
images/1158.jpg,single_train,single,0.023158,5.731266,2180,10
images/1159.jpg,multi_train,multi,0.036181,3.245172,4341,3
images/1160.jpg,single_train,single,0.090397,5.247099,500,7
images/1163.jpg,"multi_train,single_train","multi,single",0.044779,2.311217,2020,15
images/1165.jpg,multi_train,multi,0.043186,5.100101,777,3
images/1166.jpg,multi_train,multi,0.036449,3.24218,4343,3
images/1169.jpg,multi_train,multi,0.034086,4.240266,1957,7
images/1170.jpg,multi_train,multi,0.015401,4.696683,1768,3
images/1173.jpg,single_train,single,0.067414,6.372145,1870,5
images/11733.jpg,multi_train,multi,0.029701,6.056836,105,3
images/11739.jpg,multi_train,multi,0.026484,6.395833,2341,1
images/11741.jpg,single_train,single,0.081024,6.099753,720,7
images/11743.jpg,multi_train,multi,0.031082,5.836468,104,4
images/11744.jpg,multi_train,multi,0.045772,3.879704,448,4
images/11745.jpg,"multi_train,single_train","multi,single",0.025356,2.087929,414,10
images/11747.jpg,multi_train,multi,0.029576,6.075236,106,4
images/11749.jpg,multi_train,multi,0.030825,5.825936,98,8
images/11750.jpg,multi_train,multi,0.038445,2.958253,325,2
images/11751.jpg,multi_train,multi,0.05005,5.62454,691,3
images/11754.jpg,multi_train,multi,0.073606,4.725061,1899,6
images/11760.jpg,single_train,single,0.027607,2.547077,1083,10
images/11764.jpg,multi_train,multi,0.050205,6.38542,291,1
images/11765.jpg,multi_train,multi,0.049552,5.798609,258,1
images/11779.jpg,single_train,single,0.019976,2.183752,692,6
images/1178.jpg,single_train,single,0.04651,4.601674,2112,8
images/11782.jpg,multi_train,multi,0.043908,3.844992,381,4
images/11789.jpg,multi_train,multi,0.029207,6.038021,108,9
images/11790.jpg,multi_train,multi,0.018227,3.259903,593,9
images/11795.jpg,multi_train,multi,0.029604,5.844262,116,5
images/11797.jpg,multi_train,multi,0.032016,2.344749,880,5
images/11798.jpg,multi_train,multi,0.027155,2.116807,574,5
images/11801.jpg,single_train,single,0.030631,5.822069,104,12
images/11802.jpg,single_train,single,0.034773,3.913435,592,5
images/11805.jpg,multi_train,multi,0.028549,5.520549,89,2
images/11819.jpg,single_train,single,0.027028,5.444838,843,7
images/11822.jpg,multi_train,multi,0.030518,5.818367,108,3
images/11827.jpg,multi_train,multi,0.027679,4.758714,553,4
images/1183.jpg,multi_train,multi,0.065358,5.227488,1403,3
images/11834.jpg,multi_train,multi,0.028028,2.488456,842,7
images/1184.jpg,multi_train,multi,0.084109,5.617902,733,3
images/11840.jpg,single_train,single,0.023194,2.277199,613,9
images/11849.jpg,single_test,single,0.034846,2.772338,444,10
images/1185.jpg,single_train,single,0.045863,3.333838,1622,7
images/11853.jpg,single_train,single,0.027764,4.62871,53,7
images/11858.jpg,single_train,single,0.027255,5.141634,59,10
images/1186.jpg,multi_train,multi,0.042407,1.842442,522,2
images/11860.jpg,multi_train,multi,0.029037,5.17902,108,3
images/11865.jpg,single_train,single,0.026131,5.118588,50,8
images/11867.jpg,single_train,single,0.024335,5.104612,34,9
images/11869.jpg,multi_train,multi,0.024228,5.112602,35,3
images/1187.jpg,multi_train,multi,0.03303,2.719545,1245,3
images/11872.jpg,single_train,single,0.026815,5.13271,51,7
images/11873.jpg,single_train,single,0.027485,5.137774,61,8
images/11877.jpg,multi_train,multi,0.026318,5.128138,52,2
images/11879.jpg,multi_train,multi,0.043747,5.091544,51,4
images/11880.jpg,multi_train,multi,0.027397,4.97881,58,5
images/11881.jpg,single_train,single,0.027333,4.97094,56,8
images/11889.jpg,multi_train,multi,0.027796,5.02681,71,3
images/1189.jpg,"multi_train,single_train","multi,single",0.038779,3.773736,4648,10
images/11891.jpg,multi_train,multi,0.026552,4.977581,82,4
images/11894.jpg,multi_train,multi,0.027648,4.991693,67,5
images/1190.jpg,multi_train,multi,0.022053,2.657872,1011,6
images/11906.jpg,multi_train,multi,0.051173,5.154607,41,4
images/11907.jpg,single_train,single,0.043093,5.080664,37,10
images/11909.jpg,multi_train,multi,0.027263,5.025713,72,5
images/11918.jpg,multi_train,multi,0.047862,5.607637,48,2
images/1192.jpg,multi_train,multi,0.091783,5.308026,486,3
images/11920.jpg,single_train,single,0.031462,6.389207,1226,8
images/11927.jpg,multi_train,multi,0.02534,6.361432,1694,5
images/1193.jpg,multi_train,multi,0.061597,4.937229,2011,3
images/11930.jpg,multi_train,multi,0.026871,6.411637,3265,5
images/11939.jpg,multi_train,multi,0.038438,3.453557,1136,2
images/1194.jpg,"multi_train,single_train","multi,single",0.087555,6.567543,822,11
images/11942.jpg,single_train,single,0.057193,3.873056,1336,6
images/11951.jpg,single_train,single,0.030252,2.832468,1516,6
images/11956.jpg,multi_train,multi,0.03509,3.861486,1254,1
images/11959.jpg,multi_train,multi,0.035452,6.119443,2861,1
images/11960.jpg,single_train,single,0.039006,5.157859,1556,12
images/11961.jpg,multi_train,multi,0.029228,3.448731,1248,1
images/11962.jpg,multi_train,multi,0.032324,4.584544,1100,3
images/11964.jpg,multi_train,multi,0.031124,4.337348,1313,3
images/11965.jpg,multi_train,multi,0.031373,4.182489,1196,3
images/11975.jpg,multi_train,multi,0.099635,4.408487,1115,3
images/11979.jpg,single_train,single,0.035068,4.549322,4871,11
images/1198.jpg,multi_train,multi,0.041411,3.927862,2017,3
images/11980.jpg,multi_train,multi,0.036037,3.137938,1166,8
images/11988.jpg,single_train,single,0.033308,3.249108,1449,6
images/1199.jpg,multi_train,multi,0.039668,3.755861,4681,3
images/11999.jpg,multi_test,multi,0.029608,4.571294,4313,3
images/12000.jpg,multi_train,multi,0.030956,4.424594,2940,4
images/12001.jpg,single_train,single,0.043515,2.934489,1483,5
images/12002.jpg,multi_train,multi,0.032505,5.199767,1593,2
images/12004.jpg,multi_train,multi,0.037789,6.059313,2041,2
images/12009.jpg,"multi_train,single_train","multi,single",0.030594,4.90906,1565,10
images/1201.jpg,"multi_train,single_train","multi,single",0.061871,4.26259,875,11
images/12011.jpg,multi_train,multi,0.03676,4.293671,1786,3
images/1202.jpg,single_train,single,0.040339,3.231953,752,7
images/12021.jpg,single_train,single,0.019015,3.85203,2479,10
images/12024.jpg,multi_train,multi,0.024153,3.198937,1132,2
images/12025.jpg,multi_train,multi,0.071149,3.91151,768,2
images/12027.jpg,multi_train,multi,0.037715,4.753006,1651,1
images/1203.jpg,single_train,single,0.034624,4.601795,1212,9
images/12037.jpg,multi_train,multi,0.020149,4.053493,128,3
images/12038.jpg,multi_train,multi,0.064212,5.170073,68,3
images/12040.jpg,multi_train,multi,0.064477,6.02099,1970,3
images/12042.jpg,multi_test,multi,0.035206,5.784162,1615,1
images/12044.jpg,single_train,single,0.017591,5.446597,1148,6
images/12045.jpg,multi_train,multi,0.017317,2.623467,705,1
images/12046.jpg,multi_train,multi,0.036114,5.743546,1453,12
images/12048.jpg,multi_train,multi,0.02605,3.699017,1452,1
images/12051.jpg,single_test,single,0.080742,6.251563,2403,8
images/12052.jpg,multi_train,multi,0.053141,5.473051,2164,3
images/12057.jpg,single_train,single,0.037417,3.917489,1150,9
images/1206.jpg,multi_train,multi,0.015785,3.899588,2198,2
images/12061.jpg,multi_train,multi,0.071059,2.738634,532,2
images/12064.jpg,multi_test,multi,0.075829,5.251554,1473,1
images/12065.jpg,multi_train,multi,0.03678,6.156696,3496,2
images/12074.jpg,multi_train,multi,0.056917,5.289302,1856,1
images/12076.jpg,multi_train,multi,0.04124,4.660339,1849,3
images/12078.jpg,single_train,single,0.027764,3.363392,1056,9
images/12080.jpg,multi_train,multi,0.030603,4.250867,6292,3
images/12096.jpg,multi_test,multi,0.052131,4.272115,976,3
images/12099.jpg,multi_train,multi,0.032589,3.872786,2620,2
images/121.jpg,multi_train,multi,0.018122,5.899131,2400,3
images/12109.jpg,multi_test,multi,0.035059,4.213432,804,1
images/12110.jpg,multi_test,multi,0.023016,4.078487,2421,3
images/12112.jpg,multi_test,multi,0.066467,5.863782,157,1
images/12115.jpg,multi_test,multi,0.042182,4.052262,7554,3
images/12116.jpg,"multi_train,single_train","multi,single",0.073031,4.861495,4438,8
images/12119.jpg,single_train,single,0.022517,2.378845,1300,11
images/1212.jpg,multi_test,multi,0.03222,4.876722,1238,12
images/12123.jpg,multi_train,multi,0.033537,4.108396,1897,3
images/12125.jpg,multi_train,multi,0.052789,6.258849,713,4
images/1213.jpg,multi_train,multi,0.042558,5.659165,2270,1
images/12130.jpg,multi_train,multi,0.045354,4.369137,4571,2
images/12131.jpg,multi_train,multi,0.046429,4.709121,3460,1
images/12138.jpg,multi_test,multi,0.054665,4.073422,900,1
images/12144.jpg,multi_train,multi,0.037652,3.64306,837,2
images/12146.jpg,multi_train,multi,0.040753,4.795008,1078,1
images/12147.jpg,multi_train,multi,0.038661,4.563642,1538,2
images/12148.jpg,single_train,single,0.026321,4.094237,991,7
images/12149.jpg,single_train,single,0.040925,4.64455,6735,8
images/12154.jpg,multi_train,multi,0.031415,3.184227,1481,2
images/12157.jpg,multi_train,multi,0.029012,6.086945,4864,10
images/12158.jpg,"multi_train,single_train","multi,single",0.027444,5.410643,1660,13
images/1216.jpg,single_train,single,0.019998,2.396774,1984,9
images/12160.jpg,multi_train,multi,0.023008,3.144505,1334,1
images/12161.jpg,single_train,single,0.025035,4.073798,892,11
images/12163.jpg,multi_train,multi,0.038196,2.720501,1177,4
images/12169.jpg,multi_train,multi,0.027139,4.395953,2718,1
images/12172.jpg,single_train,single,0.026562,4.288443,1372,9
images/12174.jpg,single_train,single,0.061091,5.186547,1609,8
images/12175.jpg,multi_train,multi,0.033577,2.485576,840,4
images/12177.jpg,single_train,single,0.058668,5.392383,1121,3
images/12178.jpg,"multi_train,single_train","multi,single",0.038743,2.240406,878,15
images/12180.jpg,multi_train,multi,0.022416,4.508379,941,1
images/12184.jpg,multi_train,multi,0.034519,2.506913,863,13
images/12185.jpg,multi_train,multi,0.031076,5.180211,5352,5
images/12188.jpg,multi_train,multi,0.025061,3.686691,1303,8
images/12190.jpg,single_train,single,0.029547,3.795008,1463,9
images/12191.jpg,multi_train,multi,0.019821,3.417109,1456,2
images/12192.jpg,multi_train,multi,0.022013,3.543335,1032,4
images/12195.jpg,multi_train,multi,0.029521,3.564347,952,6
images/12196.jpg,multi_train,multi,0.023315,4.048845,458,2
images/12197.jpg,multi_train,multi,0.025749,3.700348,2451,3
images/1220.jpg,multi_train,multi,0.020412,4.257363,1453,2
images/12201.jpg,multi_train,multi,0.033167,3.505069,335,9
images/12203.jpg,multi_train,multi,0.033279,3.503946,335,5
images/12204.jpg,multi_train,multi,0.03262,3.926255,753,2
images/12206.jpg,multi_train,multi,0.033265,3.489522,343,13
images/12209.jpg,multi_test,multi,0.02968,6.16451,1036,2
images/12210.jpg,multi_test,multi,0.038776,4.477379,1813,2
images/12213.jpg,multi_test,multi,0.038744,4.59086,1902,2
images/12214.jpg,multi_train,multi,0.027046,3.248318,614,5
images/12215.jpg,multi_train,multi,0.031867,3.391863,338,2
images/12216.jpg,multi_train,multi,0.035859,2.999692,778,6
images/12218.jpg,multi_train,multi,0.032899,3.475503,392,6
images/12219.jpg,multi_train,multi,0.03364,2.860065,786,6
images/12220.jpg,multi_train,multi,0.026762,3.128414,590,5
images/12221.jpg,multi_test,multi,0.032994,3.449212,388,4
images/12222.jpg,multi_train,multi,0.033125,3.077431,595,4
images/12224.jpg,multi_train,multi,0.028768,3.031322,557,4
images/12228.jpg,multi_train,multi,0.063147,4.810067,616,2
images/1223.jpg,multi_test,multi,0.048158,5.048446,866,4
images/12230.jpg,multi_train,multi,0.068999,4.228838,1449,4
images/12231.jpg,multi_train,multi,0.027445,3.454991,414,4
images/12232.jpg,"multi_train,single_train","multi,single",0.030106,3.099976,597,7
images/12233.jpg,multi_train,multi,0.027402,3.467354,393,4
images/12235.jpg,multi_train,multi,0.025092,3.510513,376,2
images/12236.jpg,multi_train,multi,0.032709,3.01256,577,3
images/12237.jpg,multi_train,multi,0.02635,2.515012,786,11
images/12238.jpg,multi_train,multi,0.025976,2.49182,775,5
images/12240.jpg,multi_train,multi,0.033099,2.972231,580,8
images/12241.jpg,multi_train,multi,0.030088,2.48351,714,9
images/12242.jpg,multi_train,multi,0.033586,2.487298,838,9
images/12244.jpg,multi_train,multi,0.030481,2.530083,732,6
images/12245.jpg,multi_train,multi,0.026667,2.611952,783,2
images/12246.jpg,multi_test,multi,0.028523,3.515551,347,4
images/12248.jpg,multi_train,multi,0.035823,3.176181,612,3
images/12249.jpg,multi_train,multi,0.033208,2.835922,663,3
images/1225.jpg,multi_test,multi,0.039328,3.803625,4550,5
images/12252.jpg,single_test,single,0.026328,3.299209,385,7
images/12255.jpg,multi_train,multi,0.051149,4.71305,450,3
images/12256.jpg,multi_test,multi,0.026132,3.284691,387,4
images/12259.jpg,multi_train,multi,0.038558,3.073038,703,1
images/1226.jpg,multi_train,multi,0.018326,5.102519,1879,3
images/12265.jpg,multi_train,multi,0.025231,2.713815,416,6
images/12266.jpg,multi_train,multi,0.034483,3.004834,498,9
images/12267.jpg,multi_train,multi,0.049989,4.82135,556,3
images/12269.jpg,multi_train,multi,0.043194,3.494779,515,4
images/1227.jpg,multi_train,multi,0.067682,5.438508,889,3
images/12270.jpg,multi_train,multi,0.041607,2.746122,59,2
images/12271.jpg,"multi_train,single_train","multi,single",0.04114,2.771016,984,8
images/12273.jpg,multi_train,multi,0.042763,3.119782,820,5
images/12274.jpg,multi_train,multi,0.046111,3.358149,1033,5
images/12276.jpg,multi_train,multi,0.043465,3.532828,516,4
images/12278.jpg,multi_train,multi,0.029761,4.238211,1316,3
images/12280.jpg,multi_train,multi,0.030771,4.914554,1745,1
images/12281.jpg,"multi_train,single_train","multi,single",0.025208,4.970696,1628,8
images/12283.jpg,multi_train,multi,0.046961,3.606148,511,9
images/12284.jpg,"multi_train,single_train","multi,single",0.045814,3.558556,521,12
images/12285.jpg,multi_train,multi,0.025067,2.657222,458,7
images/12286.jpg,multi_train,multi,0.023995,2.835598,973,5
images/12287.jpg,multi_train,multi,0.022561,2.62762,1061,3
images/12288.jpg,single_train,single,0.028522,4.171718,1000,11
images/12289.jpg,multi_train,multi,0.02804,2.731665,446,1
images/1229.jpg,multi_train,multi,0.027232,4.82888,724,2
images/12290.jpg,multi_train,multi,0.021989,2.874064,292,5
images/12291.jpg,"multi_train,single_train","multi,single",0.024435,3.444868,265,8
images/12292.jpg,multi_train,multi,0.047457,3.715775,549,3
images/12293.jpg,multi_train,multi,0.028452,2.7531,432,1
images/12294.jpg,single_train,single,0.037618,4.765096,2853,9
images/12295.jpg,multi_train,multi,0.019061,2.299863,840,3
images/12296.jpg,"multi_test,single_test","multi,single",0.033705,5.799164,1795,10
images/12298.jpg,multi_train,multi,0.019558,1.855005,433,4
images/12299.jpg,single_train,single,0.037246,2.743454,336,6
images/12303.jpg,multi_train,multi,0.045805,5.307699,4460,4
images/12304.jpg,multi_train,multi,0.046735,3.799893,516,4
images/12307.jpg,multi_train,multi,0.027663,2.643949,711,4
images/12308.jpg,multi_train,multi,0.025623,2.470053,1074,4
images/12309.jpg,multi_train,multi,0.016768,2.28499,1310,4
images/12310.jpg,multi_train,multi,0.017561,2.1508,876,4
images/12311.jpg,multi_train,multi,0.019929,2.196004,1227,3
images/12313.jpg,single_train,single,0.041701,2.290971,482,9
images/12314.jpg,multi_train,multi,0.023862,5.038949,2047,1
images/12317.jpg,multi_train,multi,0.041833,3.071321,266,6
images/12318.jpg,multi_train,multi,0.043412,3.04002,284,6
images/12319.jpg,"multi_train,single_train","multi,single",0.044323,3.192713,292,14
images/12320.jpg,multi_train,multi,0.046876,3.267258,307,6
images/12322.jpg,single_train,single,0.065519,6.839992,107,6
images/12325.jpg,multi_train,multi,0.054356,3.580428,1020,3
images/12329.jpg,multi_train,multi,0.050223,3.734018,1060,4
images/1233.jpg,single_train,single,0.031791,4.442661,1551,4
images/12331.jpg,multi_train,multi,0.052322,4.058891,284,13
images/12333.jpg,multi_train,multi,0.053653,3.839932,929,6
images/12334.jpg,multi_train,multi,0.053451,3.784053,1424,3
images/12339.jpg,multi_train,multi,0.039987,3.16599,471,8
images/12340.jpg,multi_train,multi,0.031926,2.231009,928,3
images/12344.jpg,single_train,single,0.026377,3.832898,4102,6
images/12347.jpg,multi_train,multi,0.032393,4.166855,1815,1
images/12348.jpg,multi_train,multi,0.025212,3.480615,549,3
images/12349.jpg,multi_train,multi,0.023707,3.427728,649,3
images/1235.jpg,multi_train,multi,0.017423,3.061699,1249,2
images/12350.jpg,"multi_train,single_train","multi,single",0.038852,2.665495,321,13
images/12351.jpg,"multi_train,single_train","multi,single",0.028605,2.957101,573,8
images/12353.jpg,multi_train,multi,0.029927,2.710177,408,6
images/12356.jpg,multi_train,multi,0.021543,3.071509,530,3
images/12358.jpg,multi_train,multi,0.032614,2.374183,564,4
images/12360.jpg,multi_train,multi,0.026526,2.764519,412,3
images/12361.jpg,multi_train,multi,0.026809,2.36214,1099,4
images/12362.jpg,multi_train,multi,0.029613,2.362525,340,4
images/12363.jpg,multi_train,multi,0.038993,2.398106,341,4
images/12364.jpg,multi_train,multi,0.05598,2.693777,268,3
images/1237.jpg,"multi_train,single_train","multi,single",0.117641,6.193432,1114,9
images/12371.jpg,multi_train,multi,0.027234,2.565716,520,3
images/12373.jpg,multi_train,multi,0.030409,3.775118,1137,1
images/12374.jpg,"multi_train,single_train","multi,single",0.027228,2.556526,517,4
images/12376.jpg,multi_train,multi,0.015344,4.331551,210,4
images/12378.jpg,multi_train,multi,0.027018,2.558813,495,5
images/1238.jpg,multi_train,multi,0.02795,4.389514,670,2
images/12382.jpg,multi_train,multi,0.015026,4.316336,197,4
images/12383.jpg,multi_train,multi,0.043296,2.031223,606,1
images/12385.jpg,multi_train,multi,0.041121,3.69825,917,1
images/12386.jpg,single_train,single,0.028739,3.769861,2744,6
images/12387.jpg,single_train,single,0.021601,3.009199,724,8
images/12388.jpg,multi_train,multi,0.020043,2.75907,541,2
images/12392.jpg,multi_train,multi,0.027792,3.756696,729,3
images/12393.jpg,multi_train,multi,0.026087,4.331334,787,3
images/12394.jpg,multi_train,multi,0.024525,4.522579,1406,3
images/12395.jpg,multi_test,multi,0.024449,4.501605,829,1
images/12396.jpg,multi_train,multi,0.026706,4.159272,1368,3
images/12398.jpg,multi_test,multi,0.02469,3.473931,714,1
images/12399.jpg,multi_train,multi,0.021499,3.829998,726,3
images/12400.jpg,multi_train,multi,0.035399,2.780446,655,5
images/12401.jpg,single_train,single,0.035625,2.85376,554,8
images/12402.jpg,multi_train,multi,0.04742,1.909417,588,4
images/12403.jpg,multi_train,multi,0.039606,2.869191,555,3
images/12404.jpg,multi_train,multi,0.036211,2.409482,205,4
images/12405.jpg,multi_train,multi,0.034169,2.159461,364,4
images/12406.jpg,multi_train,multi,0.022764,2.505089,494,3
images/12407.jpg,multi_train,multi,0.024263,2.688285,734,2
images/12409.jpg,multi_train,multi,0.037183,2.866818,506,2
images/1241.jpg,multi_train,multi,0.034538,2.364291,757,1
images/12411.jpg,multi_train,multi,0.037833,2.804026,588,7
images/12413.jpg,multi_train,multi,0.020018,5.532492,148,3
images/12415.jpg,single_train,single,0.026906,2.89336,603,10
images/12416.jpg,multi_train,multi,0.034025,2.774558,393,2
images/12417.jpg,multi_train,multi,0.020829,2.905603,757,2
images/12420.jpg,multi_train,multi,0.038179,2.740782,330,5
images/12421.jpg,multi_train,multi,0.036605,2.752677,414,3
images/12422.jpg,multi_train,multi,0.038459,2.865229,350,5
images/12423.jpg,single_test,single,0.020446,2.247233,439,2
images/12424.jpg,multi_train,multi,0.025536,2.940069,545,3
images/12425.jpg,multi_train,multi,0.026191,2.955381,586,3
images/12427.jpg,multi_train,multi,0.03673,2.829614,320,5
images/12429.jpg,multi_train,multi,0.033731,2.881968,588,6
images/12432.jpg,multi_train,multi,0.029511,2.630871,385,5
images/12434.jpg,"multi_train,single_train","multi,single",0.022705,5.42638,155,11
images/12435.jpg,single_train,single,0.029668,2.583618,216,9
images/12440.jpg,multi_train,multi,0.018983,2.912156,495,3
images/12450.jpg,"multi_train,single_train","multi,single",0.040663,1.96677,569,7
images/12453.jpg,multi_train,multi,0.03288,2.812733,545,4
images/12454.jpg,multi_train,multi,0.035889,2.663933,444,6
images/12455.jpg,multi_train,multi,0.03008,2.585945,352,3
images/12457.jpg,multi_train,multi,0.020739,5.282113,165,4
images/12458.jpg,multi_train,multi,0.030049,2.608789,360,5
images/12460.jpg,multi_train,multi,0.030139,2.573911,362,5
images/12461.jpg,multi_train,multi,0.020972,2.863004,500,3
images/12463.jpg,multi_train,multi,0.043851,2.031501,579,1
images/12465.jpg,multi_train,multi,0.035945,3.489932,603,3
images/12466.jpg,multi_train,multi,0.06507,7.169362,96,3
images/12470.jpg,"multi_train,single_train","multi,single",0.031117,2.605342,245,12
images/12472.jpg,multi_train,multi,0.035172,3.049436,1068,2
images/12474.jpg,multi_train,multi,0.046065,1.895281,582,4
images/12476.jpg,multi_train,multi,0.028117,2.791437,556,7
images/12477.jpg,multi_train,multi,0.044654,4.638164,6223,3
images/12479.jpg,single_test,single,0.051676,2.846685,332,10
images/12480.jpg,multi_train,multi,0.039818,1.758137,454,3
images/12483.jpg,multi_train,multi,0.037715,2.76437,732,2
images/12485.jpg,multi_train,multi,0.044646,3.097602,430,2
images/12489.jpg,multi_train,multi,0.044241,3.001277,437,2
images/12490.jpg,multi_train,multi,0.042082,1.717871,463,3
images/12493.jpg,multi_train,multi,0.0194,2.846856,640,3
images/12498.jpg,multi_train,multi,0.02334,3.723792,495,9
images/1250.jpg,multi_test,multi,0.032913,3.834097,1614,2
images/12500.jpg,"multi_train,single_train","multi,single",0.030494,3.876642,1467,10
images/12504.jpg,multi_train,multi,0.035338,2.834753,474,8
images/12506.jpg,single_train,single,0.032046,2.561337,386,9
images/12507.jpg,single_train,single,0.018732,2.752465,682,2
images/12508.jpg,multi_train,multi,0.024489,5.841532,142,1
images/1251.jpg,multi_train,multi,0.031306,3.841205,1275,2
images/12511.jpg,multi_train,multi,0.024535,3.734836,575,9
images/12513.jpg,multi_train,multi,0.036624,2.503414,492,6
images/12514.jpg,multi_train,multi,0.029694,2.050102,461,4
images/12516.jpg,multi_train,multi,0.035848,2.173572,457,7
images/12517.jpg,multi_train,multi,0.035709,2.169891,452,4
images/12518.jpg,multi_train,multi,0.045096,2.758888,575,3
images/12521.jpg,multi_train,multi,0.039163,2.622315,381,1
images/12522.jpg,single_test,single,0.037203,1.366452,524,7
images/12524.jpg,multi_train,multi,0.016477,2.350491,518,3
images/12525.jpg,"multi_train,single_train","multi,single",0.035403,2.465024,520,18
images/12527.jpg,multi_train,multi,0.022215,2.026962,422,4
images/12530.jpg,single_train,single,0.032818,2.56943,375,8
images/12531.jpg,multi_train,multi,0.021879,5.300865,173,4
images/12533.jpg,multi_train,multi,0.032965,2.561858,375,1
images/12535.jpg,multi_train,multi,0.017958,2.512979,2676,6
images/12537.jpg,multi_train,multi,0.040741,2.777248,371,1
images/12538.jpg,multi_test,multi,0.048907,2.391782,472,3
images/12541.jpg,multi_train,multi,0.017949,2.502162,436,3
images/12542.jpg,multi_train,multi,0.050373,3.598847,583,3
images/12544.jpg,single_train,single,0.035837,2.676448,481,8
images/12545.jpg,multi_test,multi,0.015054,2.037753,390,3
